,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Joe Kilgore,3,SR,G,6-5,180,"Houston, TX",Dekaney HS, 18.6 Pts,5.6 Reb,3.3 Ast
1,Kareem South,11,SO,G,6-2,185,Canada,Kiski School, 11.4 Pts,4.3 Reb,1.2 Ast
2,Sean Rhea,15,FR,F,6-7,230,"Porter, TX",, 9.4 Pts,5.5 Reb,0.5 Ast
3,Myles Smith,2,FR,G,6-0,195,"Klein, TX",, 7.8 Pts,2.6 Reb,1.9 Ast
4,Elijah Schmidt,14,FR,F,6-8,195,"Spring, TX",Klein High School, 5.1 Pts,5.4 Reb,0.8 Ast
5,Tre Gray,21,FR,G,6-2,170,"Oakland, CA",, 5.2 Pts,0.5 Reb,0.4 Ast
6,Perry Francois,10,SO,F,6-8,225,"North Miami, FL",North Miami Beach High School, 2.8 Pts,2.7 Reb,0.5 Ast
7,Colin Hale,20,SO,G,6-1,170,"Aransas Pass, TX",Aransas Pass High School, 2.7 Pts,1.7 Reb,0.9 Ast
8,Deion Rhea,13,,F,6-7,225,,, 6.4 Pts,3.3 Reb,0.4 Ast
9,Emmanuel Toney,22,SR,G,6-2,185,"Annapolis, MD",Annapolis Area Christian, 7.2 Pts,2.3 Reb,2.7 Ast
10,York Benjamin,34,FR,F,6-8,215,"Tulsa, OK",, 2.5 Pts,2.5 Reb,0.3 Ast
11,Kyle Brown,0,SO,G,5-10,150,"Fresno, TX",Ridge Point High School, 1.1 Pts,0.5 Reb,0.8 Ast
12,David Bloom,5,SR,G,6-4,205,"Plano, TX",Prince of Peace Christian, 0.9 Pts,0.6 Reb,0.6 Ast
13,Jamell Bradley,24,FR,G,6-6,205,"San Antonio, TX",Judson High School, 0.8 Pts,0.7 Reb,0.1 Ast
14,Peyton Smith,12,,G,6-0,190,,, 0.6 Pts,0.6 Reb,0.2 Ast
15,Ehab Amin,4,,G,6-4,200,Egypt,St. John's Military Academy,,,
