,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Lamar Morgan,22,JR,G,6-6,185,"Willingboro, NJ",, 12.3 Pts,5.1 Reb,0.4 Ast
1,Karonn Davis,10,SR,G,6-2,185,"Philadelphia, PA",Friend's Central HS, 11.7 Pts,3.9 Reb,4.6 Ast
2,Chad Andrews-Fulton,1,JR,F,6-7,215,"Philadelphia, PA",, 6.3 Pts,4.8 Reb,0.8 Ast
3,Cedric Council Jr.,5,JR,F,6-8,210,"Kennesaw, GA",, 5.6 Pts,4.1 Reb,0.8 Ast
4,Adam Traore,0,JR,F,6-5,215,"New York, NY",, 6.4 Pts,5.6 Reb,1.2 Ast
5,Tre' Thomas,4,,G,6-3,180,"Largo, MD",Riverdale Baptist School, 5.4 Pts,1.6 Reb,0.8 Ast
6,Lucian Brownlee,21,JR,G,6-2,165,"Lawnside, NJ",Haddon Heights HS, 4.9 Pts,0.9 Reb,0.6 Ast
7,Keandre Fair,24,FR,G,6-1,190,"Hartford, CT",, 3.3 Pts,1.1 Reb,0.7 Ast
8,Taqwain Drummond,2,FR,G,6-4,180,"Newport News, VA",, 3.7 Pts,2.5 Reb,0.6 Ast
9,Kent Auslander,,,G,6-6,200,"Herndon, VA",Herndon HS, 3.9 Pts,2.4 Reb,0.9 Ast
10,Dejuan Clayton,3,SO,G,6-2,175,"Bowie, MD",St. John's College High School, 10.2 Pts,1.8 Reb,1.8 Ast
11,Jordan Hardwick,20,,F,6-7,197,,, 2.3 Pts,2.2 Reb,0.0 Ast
12,Joel Boyce,11,FR,G,6-3,200,"Jamaica, NY",, 3.7 Pts,2.0 Reb,0.5 Ast
13,Blake Simpson,15,,F,6-7,225,"Cincinnati, OH",La Salle HS, 1.7 Pts,1.0 Reb,0.1 Ast
14,Donnell Frayer,,,G,6-2,170,,, 0.0 Pts,0.0 Reb,0.0 Ast
