,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Andre Jones,1,SO,G,6-4,195,"Little Rock, AR",Malven High School, 12.3 Pts,4.6 Reb,2.4 Ast
1,Jaizec Lottie,10,FR,G,6-1,170,"Aurora, CO",, 7.1 Pts,2.7 Reb,2.9 Ast
2,Cameron Corcoran,3,FR,G,6-1,170,"Orlando, FL",, 6.7 Pts,0.6 Reb,0.9 Ast
3,Anthony Black,30,JR,G,5-7,150,"Little Rock, AR",, 7.3 Pts,2.3 Reb,1.6 Ast
4,Oliver Black,5,JR,F,6-9,215,"Jackson, MS",Wingfield, 6.3 Pts,6.8 Reb,1.1 Ast
5,Ben Marcus,24,JR,G,6-5,200,"Pine Bluff, AR",Watson Chapel HS, 5.9 Pts,3.5 Reb,0.6 Ast
6,Camron Reedus,11,JR,G,6-3,186,"Decatur, AL",, 7.2 Pts,1.8 Reb,0.6 Ast
7,Ryan Pippins,0,,G,6-0,200,"Little Rock, AR",Parkview Arts and Science Magnet High School, 7.6 Pts,2.2 Reb,1.3 Ast
8,Kris Bankston,32,FR,F,6-8,194,"Pine Bluff, AR",, 4.0 Pts,4.0 Reb,0.5 Ast
9,Damir Hadzic,14,FR,F,6-8,227,Bosnia and Herzegovina,, 4.1 Pts,2.0 Reb,0.9 Ast
10,Wadly Mompremier,23,SR,F,6-10,225,"Miami, FL",Miami Senior HS, 4.3 Pts,3.1 Reb,0.3 Ast
11,K.J. Gilmore,20,JR,G,6-5,205,"Atlanta, GA",, 2.7 Pts,1.1 Reb,1.0 Ast
12,Brandon Brady,25,SR,G,5-9,174,"Little Rock, AR",Pulaski Academy, 2.1 Pts,0.8 Reb,0.5 Ast
13,Cezanne Carson,13,JR,F,6-6,180,"Birmingham, AL",Huffman HS, 0.6 Pts,0.8 Reb,0.2 Ast
14,Khari Harley,15,SR,G,6-8,175,"Egg Harbor Township, NJ",Egg Harbor Township HS, 1.0 Pts,0.6 Reb,0.0 Ast
15,Deondre Burns,2,,G,6-2,175,"Yazoo City, MS",Newman Smith High School, 0.0 Pts,0.0 Reb,0.0 Ast
16,Rayjon Tucker,55,,G,6-5,210,"Charlotte, NC",Northside Christian Academy,,,
