,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Curtis Phillips,15,SR,F,6-5,185,"Memphis, TN",White Station HS, 14.3 Pts,5.2 Reb,2.2 Ast
1,Kajon Mack,10,SR,G,6-3,185,"Los Angeles, CA",Juniper Serra HS, 12.7 Pts,5.1 Reb,3.9 Ast
2,Shaq Calhoun,0,SR,G,6-4,205,"Rome, GA",Model HS (GA), 10.8 Pts,2.9 Reb,1.2 Ast
3,Mason Ramsey,25,SR,F,6-6,220,"Livingston, TN",Livingston Academy, 10.4 Pts,4.1 Reb,1.2 Ast
4,Aleksa Jugovic,4,SR,G,6-3,185,Serbia,Hamilton Heights Christian Academy, 12.3 Pts,1.9 Reb,3.1 Ast
5,Courtney Alexander II,22,JR,F,6-7,195,"Mableton, GA",Whitefield Academy, 6.8 Pts,7.9 Reb,1.7 Ast
6,Micaiah Henry,11,SO,C,6-8,230,"Decatur, GA",Columbia High School, 4.2 Pts,2.7 Reb,0.3 Ast
7,Cade Crosland,54,SO,G,6-0,180,"Sparta, TN",, 2.4 Pts,0.9 Reb,0.7 Ast
8,Joan Duran,5,JR,F,6-7,230,Dominican Republic,, 2.4 Pts,1.6 Reb,0.4 Ast
9,Corey Tillery,3,SO,G,6-0,165,"Atlanta, GA",, 1.8 Pts,0.6 Reb,0.3 Ast
10,Stephaun Adams,14,JR,G,6-3,176,Canada,Nottingham High School, 2.2 Pts,2.3 Reb,2.0 Ast
11,Domen Omladic,33,FR,F,6-8,240,Slovenia,, 1.2 Pts,0.8 Reb,0.1 Ast
12,Maverick Smith,1,FR,G,6-5,185,"Oakdale, TN",, 0.9 Pts,0.3 Reb,0.1 Ast
13,Hunter Vick,20,,G,6-4,170,,,,,
