,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Rich Williams,23,SR,G,6-5,190,"Brooklyn, NY",Transit Tech/Vermont Academy, 14.0 Pts,4.6 Reb,2.7 Ast
1,Zane Waterman,4,SR,F,6-9,220,"Winston-salem, NC",Fayetteville Academy, 11.9 Pts,6.6 Reb,1.1 Ast
2,Zavier Turner,3,SR,G,5-9,168,"Indianapolis, IN",Pike, 10.6 Pts,2.2 Reb,4.3 Ast
3,Pauly Paulicap,33,SO,F,6-8,220,"Elmont, NY",, 10.0 Pts,6.9 Reb,0.3 Ast
4,Calvin Crawford,14,SR,F,6-8,205,"Middletown, NY",Valley Central, 8.1 Pts,4.6 Reb,1.4 Ast
5,Aaron Walker,11,FR,G,6-2,190,"Brooklyn, NY",Benjamin N. Cardozo High School, 8.2 Pts,2.0 Reb,2.0 Ast
6,Thomas Capuano,22,,G,5-11,180,"Hastings On Hudson, NY",Iona Prep, 5.1 Pts,1.9 Reb,1.2 Ast
7,Patrick Strzala,2,FR,G,6-4,190,"Bayonne, NJ",, 2.2 Pts,0.6 Reb,0.3 Ast
8,Nehemiah Mack,10,FR,G,6-1,190,"Harrisburg, PA",, 1.9 Pts,0.9 Reb,1.3 Ast
9,Ebube Ebube,24,FR,F,6-7,220,Puerto Rico,, 0.6 Pts,1.4 Reb,0.4 Ast
10,Ibrahima Diallo,,,F,6-10,240,Senegal,Boyd Anderson HS, 0.6 Pts,1.3 Reb,0.0 Ast
11,Jesse Boyce,5,,G,6-2,190,,, 0.0 Pts,0.3 Reb,0.0 Ast
12,Matt Maloney,21,,G,6-1,170,"Somers, NY",Somers (NY), 0.0 Pts,0.0 Reb,0.0 Ast
13,David Varoli,44,,G,6-0,175,"Katonah, NY",Salisbury HS, 0.0 Pts,0.0 Reb,0.0 Ast
14,Ak Ojo,1,,C,6-10,220,Nigeria,Cardinal Hayes High School,,,
15,Kevin Salis,32,,F,6-6,210,,,,,
16,Samson Usilo,52,,G,6-4,205,Nigeria,Nazareth HS,,,
17,Warren Williams,0,,F,6-9,240,,,,,
