,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,B.J. Stith,3,JR,G,6-5,205,"Lawrenceville, VA",Oak Hill Academy, 14.2 Pts,5.7 Reb,1.7 Ast
1,Ahmad Caver,4,JR,G,6-2,170,"Atlanta, GA",St. John's Northwest Military Academy, 14.2 Pts,3.5 Reb,6.2 Ast
2,Trey Porter,15,JR,F,6-10,200,"Woodbridge, VA",Potomac, 13.2 Pts,6.2 Reb,0.5 Ast
3,Randy Haynes,12,SR,G,6-4,215,"Dumfries, VA",Potomac High School, 12.2 Pts,3.7 Reb,2.4 Ast
4,Brandan Stith,25,SR,F,6-7,230,"Lawrenceville, VA",Brunswick, 8.8 Pts,7.7 Reb,1.3 Ast
5,Xavier Green,10,FR,G,6-4,190,"Williamsburg, VA",, 5.1 Pts,2.1 Reb,1.8 Ast
6,Aaron Carver,13,SO,F,6-7,210,"Elizabeth City, NC",South Kent School, 2.2 Pts,4.0 Reb,0.6 Ast
7,Marquis Godwin,0,FR,G,6-5,185,"Hampton, VA",, 2.8 Pts,0.8 Reb,0.1 Ast
8,Michael Hueitt Jr,11,FR,G,6-3,160,"Fayetteville, NC",, 2.1 Pts,2.1 Reb,0.5 Ast
9,Keith Pinckney,22,SR,G,6-2,185,"Lithonia, GA",Miller Grove, 1.2 Pts,0.4 Reb,0.5 Ast
10,Stephen Vassor,23,SR,F,6-6,237,"Lawrenceville, VA",Brunswick High School (VA), 0.9 Pts,1.2 Reb,0.1 Ast
11,Greg McClinton,55,,F,6-7,200,"Winston-salem, NC",Hargrave Military Academy, 2.0 Pts,1.5 Reb,0.0 Ast
12,Alfis Pilavios,21,FR,F,6-6,200,Greece,, 0.4 Pts,0.6 Reb,0.3 Ast
13,Loren Brill,20,,G,6-0,190,"Gaithersburg, MD",Georgetown Preparatory School,,,
14,Alassane Kah,1,,F,6-9,215,"Columbus, OH",Walnut Ridge High School,,,
15,Justice Kithcart,2,,G,6-1,175,"Durham, NC",Virginia Episcopal School,,,
