,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Andre Walker,2,SR,G,6-0,160,"Westbury, NY",Christ the King HS, 15.8 Pts,3.9 Reb,2.8 Ast
1,Cam Gregory,22,SR,F,6-8,205,"Waldorf, MD",St. Stephens and St. Agnes HS, 10.6 Pts,8.2 Reb,0.5 Ast
2,Isaiah Hart,0,FR,G,5-11,179,"Morrow, GA",, 10.3 Pts,1.9 Reb,2.9 Ast
3,Chuck Champion,14,SO,G,6-3,175,"Philadelphia, PA",Friends Central School, 11.5 Pts,2.8 Reb,1.6 Ast
4,Andrew Kostecka,10,SO,G,6-4,179,"Germantown, MD",Clarksburg High School, 11.0 Pts,3.7 Reb,1.8 Ast
5,Brent Holcombe,23,FR,F,6-7,198,"Miami, FL",, 4.8 Pts,3.8 Reb,0.4 Ast
6,KaVaughn Scott,1,SO,F,6-7,220,"Irvine, CA",Orange Lutherna HIgh School, 3.8 Pts,3.8 Reb,0.3 Ast
7,Sam Norton,15,JR,G,6-2,180,"Collegeville, PA",The Hill School (PA), 2.8 Pts,3.2 Reb,0.9 Ast
8,James Fives,5,JR,G,6-6,195,"Scranton, PA",The Hill School, 5.1 Pts,3.9 Reb,0.6 Ast
9,Luke Johnson,3,FR,G,6-2,172,"Lexington, KY",, 1.6 Pts,0.9 Reb,0.4 Ast
10,River Reed,11,,F,6-8,212,,, 2.4 Pts,1.5 Reb,0.4 Ast
11,Ian Langendoerfer,41,SO,F,6-5,211,"Honesdale, PA",Honesdale High School, 1.6 Pts,1.5 Reb,0.5 Ast
12,Nevell Provo,4,JR,G,6-0,180,Canada,Pine Ridge (Ont.) / Huntington Prep (WV), 1.2 Pts,0.7 Reb,0.3 Ast
13,Matt Staubi,20,SR,G,5-8,155,"Rye, NY",Darien HS, 0.9 Pts,0.2 Reb,1.1 Ast
14,Ethan Norton,21,FR,G,6-4,162,"Collegeville, PA",, 0.5 Pts,0.3 Reb,0.3 Ast
15,Chancellor Barnard,35,,F,6-4,187,"Columbia, MD",Glenelg Country Day,,,
