,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Desonta Bradford,1,SR,G,6-4,185,"Humboldt, TN",Humboldt HS, 15.4 Pts,5.8 Reb,3.5 Ast
1,Jalan McCloud,12,SR,G,5-10,160,"Fort Worth, TX",North Crowley High School, 11.8 Pts,2.9 Reb,3.5 Ast
2,Devontavius Payne,11,SR,G,6-2,175,"Carbondale, IL",Carbondale High School, 9.3 Pts,3.2 Reb,1.1 Ast
3,Bo Hodges,3,FR,G,6-4,190,"Nashville, TN",, 9.0 Pts,3.5 Reb,0.9 Ast
4,Peter Jurkin,5,SR,C,7-0,230,South Sudan,United Faith Christian Academy/Indiana, 7.5 Pts,4.7 Reb,0.2 Ast
5,David Burrell,2,SR,F,6-6,200,"Milwaukee, WI",Alexander Hamilton High School, 7.0 Pts,4.8 Reb,0.9 Ast
6,Mladen Armus,33,FR,F,6-10,230,Serbia,, 6.3 Pts,5.5 Reb,0.5 Ast
7,Jermaine Long,24,SR,G,6-3,175,"New Orleans, LA",Lusher Charter School, 3.6 Pts,2.2 Reb,2.6 Ast
8,Kanayo Obi-Rapu,0,JR,G,6-3,190,"Greensboro, NC",New Garden Friends, 3.4 Pts,1.2 Reb,0.5 Ast
9,Jason Williams,4,SO,G,5-11,185,"Detroit, MI",Allen Academy, 2.8 Pts,0.7 Reb,1.3 Ast
10,Andre Edwards,44,JR,G,6-6,190,"Compton, CA",, 7.3 Pts,2.8 Reb,0.8 Ast
11,James Harrison,20,JR,F,6-8,225,"Dallas, TX",, 1.7 Pts,1.3 Reb,0.1 Ast
12,Dillon Reppart,23,SR,G,6-3,180,"Johnson City, TN",Daniel Boone High School, 1.0 Pts,0.9 Reb,0.4 Ast
13,Karl Overstreet,34,,C,6-10,240,,, 1.0 Pts,0.0 Reb,0.0 Ast
14,Patrick Good,15,,G,6-0,165,"Johnson City, TN",David Crockett High School,,,
15,Kendrick Gray,10,,F,6-6,220,,,,,
16,Jeromy Rodriguez,13,,F,6-7,225,,,,,
