,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jamaal King,3,JR,G,5-10,170,"Salisbury, MD",Bishop O'Connell High School, 18.3 Pts,3.1 Reb,3.5 Ast
1,Keith Braxton,13,SO,G,6-1,170,"Glassboro, NJ",Lawrenceville School, 17.4 Pts,9.6 Reb,3.3 Ast
2,Andre Wolford,14,JR,G,6-2,175,"Willowick, OH",Saint Ignatius HS, 14.0 Pts,3.0 Reb,0.8 Ast
3,Mark Flagg,42,FR,F,6-9,195,"Fairless Hills, PA",, 6.1 Pts,4.2 Reb,0.6 Ast
4,Deivydas Kuzavas,30,SO,F,6-10,210,Lithuania,St. Mary's Ryken High School, 5.7 Pts,4.1 Reb,0.3 Ast
5,Scott Meredith,2,JR,G,6-2,180,"Pilot Mountain, NC",Hargrave Military Academy, 5.0 Pts,1.3 Reb,0.7 Ast
6,Randall Gaskins Jr.,4,SO,G,6-3,180,"Woodbridge, VA",Bishop O'Connell High School, 5.4 Pts,2.3 Reb,1.3 Ast
7,Malik Harmon,1,SR,G,5-11,194,"Queens, NY",Christ the King HS, 3.8 Pts,1.6 Reb,2.4 Ast
8,Isaiah Blackmon,11,JR,G,6-1,170,"Charlotte, NC",West Charlotte HS, 14.3 Pts,3.0 Reb,1.0 Ast
9,Daniel Wallace,5,SR,C,6-8,215,"Suffolk, VA",Nansemond River HS, 1.5 Pts,1.2 Reb,0.3 Ast
10,Markus Vallien,0,FR,G,5-10,160,"Houston, TX",, 1.5 Pts,0.2 Reb,0.2 Ast
11,Deon Baker,15,SR,G,6-5,220,"Pittsburgh, PA",, 1.7 Pts,1.0 Reb,0.2 Ast
12,Jordan Forehand,24,JR,G,6-0,180,"Bridgewater, NJ",IMG Academy, 1.7 Pts,0.4 Reb,0.3 Ast
13,Michael Klebon,22,JR,G,6-2,175,"Paxinos, PA",Southern Columbia HS, 1.3 Pts,1.0 Reb,0.0 Ast
14,Dan Henry,20,FR,G,5-11,160,"Hamburg, NY",, 0.0 Pts,0.2 Reb,0.0 Ast
15,Tre McKeithen,21,JR,G,6-1,178,"Pittsburgh, PA",Allderdice HIgh School, 0.0 Pts,0.1 Reb,0.3 Ast
16,Luidgy Laporal,33,,F,6-8,240,,,,,
