,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Kyle Allman,0,JR,G,6-3,170,"Brooklyn, NY",High School for Construction Trades, 19.4 Pts,3.4 Reb,2.4 Ast
1,Khalil Ahmad,14,JR,G,6-4,185,"Corona, CA",Centennial HS, 15.3 Pts,3.8 Reb,1.7 Ast
2,Jackson Rowe,34,SO,F,6-7,210,Canada,Flensborg, 12.2 Pts,6.8 Reb,1.6 Ast
3,Austen Awosika,10,SO,G,6-3,175,"Chino Hills, CA",Ayala High School, 7.4 Pts,3.7 Reb,2.7 Ast
4,Arkim Robertson,13,SR,F,6-9,240,Grenada,Centennial High School, 5.4 Pts,4.3 Reb,0.2 Ast
5,Jamal Smith,1,SO,G,6-3,170,"Moreno Valley, CA",Rancho Verde HS, 4.0 Pts,2.5 Reb,1.9 Ast
6,Davon Clare,5,SO,F,6-5,205,"Killeen, TX",Harker Heights High School, 3.4 Pts,3.4 Reb,1.1 Ast
7,Dominik Heinzl,21,JR,F,6-7,200,Czech Republic,, 2.3 Pts,1.7 Reb,0.1 Ast
8,Daniel Venzant,2,FR,G,5-9,170,"Midland, TX",, 1.8 Pts,0.6 Reb,0.5 Ast
9,Dwight Ramos,3,SO,G,6-5,190,"West Covina, CA",Walnut High School, 2.2 Pts,0.9 Reb,0.5 Ast
10,Josh Pitts,24,FR,F,6-10,245,"SAN ANTONIO, TX",, 1.2 Pts,1.2 Reb,0.2 Ast
11,Landon Kirkwood,12,FR,G,6-4,185,"Brooklyn Park, MN",, 1.7 Pts,0.6 Reb,0.3 Ast
12,Johnny Wang,33,FR,F,6-9,240,China,, 0.8 Pts,1.4 Reb,0.2 Ast
13,Ian Fox,11,JR,G,6-0,170,"Redondo Beach, CA",Redondo Union, 1.2 Pts,0.8 Reb,0.8 Ast
14,Jose Garcia Gonzalez,15,FR,G,6-3,185,"Los Alamitos, CA",, 4.0 Pts,5.0 Reb,0.0 Ast
15,Gaber Ozegovic,23,,F,6-6,195,,,,,
