,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Dylan Osetkowski,21,JR,F,6-9,255,"San Diego, CA",JSerra Catholic HS, 13.6 Pts,7.1 Reb,1.2 Ast
1,Mohamed Bamba,4,FR,F,6-11,225,"Harlem, NY",, 12.9 Pts,10.4 Reb,0.5 Ast
2,Kerwin Roach Jr.,12,JR,G,6-4,170,"Houston, TX",North Shore HS, 12.0 Pts,3.7 Reb,3.6 Ast
3,Matt Coleman,2,FR,G,6-2,180,"Norfolk, VA",, 9.7 Pts,2.5 Reb,4.1 Ast
4,Eric Davis Jr.,10,JR,G,6-2,185,"Saginaw, MI",Saginaw Arthur Hill HS, 8.8 Pts,2.4 Reb,0.6 Ast
5,Jacob Young,3,SO,G,6-2,185,"Houston, TX",Yates High School, 6.2 Pts,1.7 Reb,0.8 Ast
6,Jericho Sims,20,FR,F,6-9,240,"Minneapolis, MN",, 5.1 Pts,3.9 Reb,0.2 Ast
7,Andrew Jones,1,SO,G,6-4,190,"Irving, TX",MacArthur High School, 13.5 Pts,2.4 Reb,2.0 Ast
8,Jase Febres,13,FR,G,6-5,190,"Houston, TX",, 3.5 Pts,1.8 Reb,0.6 Ast
9,James Banks,00,SO,C,6-10,240,"Decatur, GA",La Lumiere School, 1.6 Pts,1.7 Reb,0.0 Ast
10,Royce Hamm Jr.,5,FR,F,6-8,230,"Houston, TX",, 0.6 Pts,1.4 Reb,0.0 Ast
11,Ryan McClurg,30,SR,F,6-5,225,"Katy, TX",Seven Lakes HS, 1.0 Pts,0.3 Reb,0.0 Ast
12,Joe Schwartz,25,SR,G,6-3,180,"Waco, TX",Vanguard College Prep, 0.0 Pts,0.0 Reb,0.3 Ast
13,Isaiah Hobbs,22,,G,6-3,190,"Palm Beach, FL",Lake Worth Christian,,,
14,Elijah Long,55,,G,6-1,185,Canada,John Carroll HS,,,
