,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,David Efianayi,11,JR,G,6-2,170,"Orlando, FL",Oconee HS, 17.5 Pts,3.6 Reb,2.5 Ast
1,Liam O'Reilly,5,,G,6-2,180,"Austin, TX",James Bowie High School, 14.8 Pts,4.7 Reb,3.8 Ast
2,DJ Laster,25,JR,F,6-6,200,"Pensacola, FL",Pensacola Catholic High School, 13.8 Pts,5.4 Reb,0.4 Ast
3,Jaheam Cornwall,1,FR,G,6-0,175,"Brooklyn, NY",, 7.7 Pts,2.4 Reb,2.4 Ast
4,Patrick Zeck,24,SO,F,6-7,225,"Atlanta, GA",Marist School, 5.4 Pts,5.1 Reb,0.7 Ast
5,Eric Jamison,2,SO,F,6-4,175,"East Point, GA",Greater Atlanta Christian School, 3.9 Pts,3.7 Reb,0.4 Ast
6,Jamaal Robateau,0,SR,G,6-5,180,Australia,Prime Prep Academy, 3.9 Pts,3.2 Reb,0.8 Ast
7,Christian Turner,4,SO,G,5-10,180,"Atlanta, GA",Sandy Creek High School, 2.2 Pts,1.8 Reb,2.1 Ast
8,Justin Jenkins,3,SO,G,6-2,175,"Knoxville, TN",Wings Academy, 3.2 Pts,0.7 Reb,0.4 Ast
9,Brandon Miller,14,JR,C,6-6,240,"Orlando, FL",Orlando Christian Prep HS, 4.9 Pts,3.0 Reb,0.2 Ast
10,Nate Johnson,10,FR,G,6-4,195,"Hollywood, FL",McArthur High School, 3.8 Pts,1.3 Reb,1.3 Ast
11,L'Hassane Niangane,31,,C,6-10,240,France,Chalon Club, 1.2 Pts,4.2 Reb,0.2 Ast
12,Kaleb Hewitt,35,,G,5-10,165,,,,,
13,Nick Morgan,23,,G,6-2,185,,,,,
14,Acton Shirley,13,,C,7-0,230,,,,,
15,Peyton Truesdale,21,,G,6-2,180,,,,,
