,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Travin Thibodeaux,25,SR,F,6-8,220,"Plaquemine, LA",Brusly HS, 16.3 Pts,5.7 Reb,2.9 Ast
1,Makur Puou,22,SR,F,6-9,228,South Sudan,Mooseheart High School, 8.6 Pts,5.4 Reb,0.9 Ast
2,Bryson Robinson,4,SO,G,6-4,202,"Mesquite, TX",Mesquite High School, 9.5 Pts,2.2 Reb,2.8 Ast
3,Troy Green,3,FR,G,6-3,210,"Saint Rose, LA",, 7.4 Pts,2.6 Reb,2.1 Ast
4,Ezekiel Charles,33,JR,G,6-4,205,"Brooklyn, NY",, 7.0 Pts,3.2 Reb,0.9 Ast
5,Michael Zeno,11,SR,G,6-6,215,"Beaumont, TX",West Brook HS, 5.5 Pts,3.3 Reb,1.4 Ast
6,Dionte Champion,0,JR,G,6-5,180,"Pearl, MS",, 5.5 Pts,2.9 Reb,0.8 Ast
7,Damion Rosser,1,FR,G,6-4,205,"Mcdonough, GA",, 4.3 Pts,2.2 Reb,0.8 Ast
8,Lamont Berzat,2,FR,G,5-6,155,"New Orleans, LA",, 3.8 Pts,1.1 Reb,1.5 Ast
9,Scott Plaisance,55,,F,6-9,210,"New Orleans, LA",Country Day HS, 4.2 Pts,2.4 Reb,0.5 Ast
10,Tyren Harrison,15,JR,G,6-5,185,"Queens, NY",, 1.9 Pts,1.7 Reb,0.8 Ast
11,Matthew Jiles,32,SR,G,5-10,155,"Braithwaite, LA",Phoenix HS, 1.5 Pts,0.2 Reb,0.3 Ast
12,Bol Riek,21,,C,7-3,222,,, 1.3 Pts,0.8 Reb,0.3 Ast
13,Jorge Rosa,13,SR,G,6-4,195,"Orlando, FL",Lee Academy, 5.0 Pts,3.0 Reb,2.0 Ast
14,Charles Bohannon,5,,G,6-0,195,,, 0.5 Pts,0.2 Reb,0.1 Ast
