,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Lindell Wigginton,5,FR,G,6-2,188,"Dartmouth, NS",, 16.7 Pts,3.7 Reb,2.8 Ast
1,Donovan Jackson,4,SR,G,6-2,175,"Milwaukee, WI",Pius Xi High School, 15.0 Pts,2.1 Reb,2.1 Ast
2,Cameron Lard,2,FR,F,6-9,220,"Natchitoches, LA",, 12.6 Pts,8.1 Reb,0.6 Ast
3,Nick Weiler-Babb,1,JR,G,6-5,201,"Arlington, TX",Martin High School, 11.3 Pts,7.0 Reb,6.8 Ast
4,Solomon Young,33,SO,F,6-8,240,"Sacramento, CA",Sacramento High School, 7.2 Pts,5.9 Reb,0.7 Ast
5,Zoran Talley,23,JR,F,6-7,195,"Merrillville, IN",Merrillville HS, 7.5 Pts,4.0 Reb,1.7 Ast
6,Jeff Beverly,55,SR,F,6-6,250,"League City, TX",Clear Springs High School, 4.7 Pts,3.0 Reb,0.5 Ast
7,Terrence Lewis,24,FR,G,6-6,198,"Milwaukee, WI",, 3.4 Pts,1.3 Reb,0.3 Ast
8,Hans Brase,30,SR,F,6-8,231,"Clover, SC",Hill School (PA), 2.4 Pts,3.8 Reb,0.6 Ast
9,Jakolby Long,13,SO,G,6-5,208,"Mustang, OK",Mustang High School, 1.9 Pts,1.3 Reb,0.6 Ast
10,Michael Jacobson,12,,F,6-9,231,"Waukee, IA",Waukee HS,,,
11,Marial Shayok,3,,G,6-6,201,Canada,Blair Academy,,,
