,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Josh Okogie,5,,G,6-4,207,"Snellville, GA",Shiloh High School, 18.2 Pts,6.3 Reb,2.5 Ast
1,Ben Lammers,44,SR,C,6-10,241,"San Antonio, TX",Alamo Heights HS, 11.7 Pts,8.1 Reb,1.7 Ast
2,Tadric Jackson,1,SR,G,6-2,215,"Tifton, GA",Tift County HS, 12.7 Pts,3.7 Reb,2.2 Ast
3,Jose Alvarado,10,FR,G,6-0,174,"Brooklyn, NY",, 12.1 Pts,3.7 Reb,3.1 Ast
4,Abdoulaye Gueye,34,JR,F,6-9,208,Senegal,Central Park Christian HS, 5.9 Pts,4.4 Reb,1.1 Ast
5,Brandon Alston,4,JR,G,6-5,195,"Vienna, VA",Herndon HS, 5.4 Pts,1.8 Reb,1.6 Ast
6,Moses Wright,12,FR,F,6-9,210,"Raleigh, NC",, 3.6 Pts,3.4 Reb,0.7 Ast
7,Curtis Haywood II,13,FR,G,6-5,198,"Oklahoma City, OK",, 5.3 Pts,2.9 Reb,2.3 Ast
8,Evan Cole,3,FR,F,6-9,211,"Cumming, GA",, 3.2 Pts,2.6 Reb,0.5 Ast
9,Justin Moore,0,SO,G,6-4,162,"San Diego, CA",Mission Bay Senior High School, 0.9 Pts,0.9 Reb,1.3 Ast
10,Sylvester Ogbonda,24,SO,F,6-10,238,Nigeria,National Christian Academy, 0.8 Pts,0.8 Reb,0.0 Ast
11,Evan Jester,11,FR,F,6-6,180,"Riverdale, GA",, 0.3 Pts,0.3 Reb,0.0 Ast
12,Jon Brown,23,FR,G,6-5,172,"Miami, FL",, 0.0 Pts,0.0 Reb,0.0 Ast
13,Malachi Rice,55,FR,G,6-0,180,"Indianapolis, IN",, 0.0 Pts,0.0 Reb,0.0 Ast
14,Avi Schafer,32,FR,C,6-8,231,Japan,, 0.0 Pts,0.5 Reb,0.0 Ast
15,Shembari Phillips,2,,G,6-3,202,"Atlanta, GA",Wheeler HS,,,
