,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Larry Austin,0,SR,G,6-2,182,"Springfield, IL",Lanphier HS, 17.4 Pts,6.2 Reb,5.9 Ast
1,Shawn Roundtree,2,SR,G,6-0,185,"Edwardsville, IL",Edwardsville HS, 16.6 Pts,2.7 Reb,3.0 Ast
2,David DiLeo,14,JR,F,6-7,216,"Iowa City, IA",New Hampton School, 11.8 Pts,4.9 Reb,0.9 Ast
3,Kevin McKay,20,JR,G,6-5,222,"Warren, MI",De La Salle HIgh School, 11.3 Pts,7.6 Reb,1.3 Ast
4,Rob Montgomery,5,JR,F,6-6,225,"Montgomery Village, MD",, 10.7 Pts,5.7 Reb,0.8 Ast
5,Dallas Morgan,23,JR,G,6-1,190,"Peoria, IL",, 8.3 Pts,2.2 Reb,0.6 Ast
6,Matt Beachler,22,SO,G,6-4,192,"Lowell, MI",Lowell High School, 4.1 Pts,1.4 Reb,0.4 Ast
7,Romelo Burrell,24,SO,F,6-7,195,"Chicago, IL",, 2.5 Pts,2.4 Reb,0.2 Ast
8,Innocent Nwoko,11,SO,C,6-11,232,"New Haven, MI",New Haven High School, 1.4 Pts,1.4 Reb,0.0 Ast
9,Corey Redman,1,JR,G,6-6,192,"Boyne City, MI",Boyne City High School, 1.6 Pts,1.2 Reb,0.0 Ast
10,Matty Smith,15,JR,G,5-11,180,"Elgin, IL",South Elgin High School, 1.8 Pts,0.5 Reb,1.3 Ast
11,Austin Ervin,25,JR,F,6-5,247,"Saint Johns, MI",St. John's High School, 0.4 Pts,0.3 Reb,0.0 Ast
12,Michael Kemp,31,SO,F,6-3,195,"Unionville, MI",, 0.0 Pts,0.2 Reb,0.0 Ast
13,Colton Webber-Mitchell,10,FR,G,6-1,180,"Lake Odessa, MI",, 0.0 Pts,0.0 Reb,0.2 Ast
14,Kevin Hamlet,12,JR,F,6-7,209,"Scarborough, Canada",,,,
15,PJ Mitchell,3,FR,G,6-1,175,"Detroit, MI",,,,
16,Mikhail Myles,4,SR,G,6-3,195,"Corunna, MI",,,,
