,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Javon Bess,3,SR,G,6-6,220,"Columbus, OH",Gahanna Lincoln HS, 15.3 Pts,6.7 Reb,1.8 Ast
1,Tramaine Isabell,2,SR,G,6-1,180,"Seattle, WA",Garfield HS, 13.8 Pts,4.2 Reb,3.7 Ast
2,Jordan Goodwin,0,SO,G,6-3,210,"Centreville, IL",Althoff Catholic High School, 10.6 Pts,7.4 Reb,3.5 Ast
3,Hasahn French,11,SO,F,6-7,235,"Middletown, NY",Commonwealth School, 9.3 Pts,8.4 Reb,1.5 Ast
4,D.J. Foreman,1,SR,F,6-8,240,"Spring Valley, NY",Massanutten Military Academy, 5.9 Pts,4.4 Reb,0.7 Ast
5,Fred Thatch Jr,20,FR,G,6-3,210,"Sikeston, MO",, 4.4 Pts,2.7 Reb,0.8 Ast
6,Dion Wiley,4,SR,G,6-4,210,"Oxon Hill, MD",Potomac HS, 4.7 Pts,0.9 Reb,0.5 Ast
7,Carte'Are Gordon,5,FR,F,6-9,230,"St. Louis, MO",, 8.9 Pts,4.1 Reb,1.2 Ast
8,KC Hankton,23,FR,F,6-7,205,"Charlotte, NC",, 1.8 Pts,1.0 Reb,0.1 Ast
9,Demarius Jacobs,15,FR,G,6-2,175,"Chicago, IL",, 0.4 Pts,0.4 Reb,0.3 Ast
10,Jack Raboin,31,JR,G,6-6,205,"Mattoon, IL",, 2.5 Pts,0.5 Reb,0.0 Ast
11,Brandon Courtney,12,FR,G,6-3,175,"Tremont, IL",, 0.0 Pts,0.0 Reb,0.0 Ast
12,Ingvi Gudmundsson,24,FR,G,6-4,180,"Grindavik, Iceland",, 0.0 Pts,0.5 Reb,0.0 Ast
13,Elliott Welmer,33,SO,F,6-9,220,"Columbus, IN",Bridgton Academy, 0.0 Pts,0.0 Reb,0.0 Ast
