,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Xavier Bishop,0,JR,G,5-8,150,"Springfield, IL",Lanphier High School, 15.4 Pts,2.7 Reb,3.8 Ast
1,Rob Whitfield,2,JR,G,6-3,175,"Raleigh, NC",, 11.0 Pts,2.7 Reb,1.7 Ast
2,Brandon McKissic,3,SO,G,6-3,195,"Ferguson, MO",St. Louis University High School, 10.6 Pts,3.2 Reb,2.0 Ast
3,Jordan Giles,5,JR,F,6-7,225,"Tuscaloosa, AL",Tennessee Prep Academy, 8.4 Pts,3.1 Reb,1.3 Ast
4,Danny Dixon,4,JR,F,6-10,230,"Grosse Pointe Park, MI",Grosse Pointe South HS, 7.5 Pts,3.6 Reb,0.4 Ast
5,Jamal Allen,13,JR,F,6-7,210,"Brentwood, NY",, 7.0 Pts,3.4 Reb,0.4 Ast
6,Marvin Nesbitt Jr.,33,SO,G,6-4,180,"Chicago, IL",Butler College Preparatory High School, 4.3 Pts,4.3 Reb,1.3 Ast
7,Aleer Leek,30,SR,F,6-9,225,"Juba, South Sudan",Victory Rock Prep, 2.8 Pts,1.6 Reb,0.2 Ast
8,Brandon Suggs,22,SO,F,6-8,220,"Rockford, IL",Winnebago High School, 2.6 Pts,2.6 Reb,0.2 Ast
9,Kaleb Roy,12,FR,G,6-3,180,"Shaker Heights, OH",OnPoint Hoops Academy, 1.2 Pts,0.8 Reb,0.2 Ast
10,Steve Dulley,25,SO,G,6-3,200,"Kansas City, MO",Lincoln College Preparatory Academy, 2.0 Pts,0.8 Reb,0.0 Ast
11,Tony Jackson,11,SO,G,6-5,205,"Montgomery, AL",North Hardin High School,,,
12,Will Mangum,10,FR,F,6-7,195,"Memphis, TN",Tennessee Prep Academy,,,
13,Marco Smith,1,SO,G,6-2,165,"Kansas City, KS",Washington High School,,,
14,Kenny Strawbridge,15,FR,G,6-4,190,"Rockford, IL",Rockford Lutheran HS,,,
