,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Sidney Umude,20,SR,F,6-7,205,"San Antonio, TX",St. Thomas Aquinas (FL), 12.5 Pts,5.0 Reb,0.6 Ast
1,Richard Lee,0,SR,G,6-4,210,"Fort Lauderdale, FL",Northeast HS, 9.6 Pts,1.7 Reb,1.2 Ast
2,Jayden Saddler,32,FR,F,6-1,220,"Aberdeen, MD",Mt. Zion Academy, 8.4 Pts,2.8 Reb,3.6 Ast
3,Eddie Reese,22,SR,G,6-1,160,"Detroit, MI",Georgia Military College Prep, 13.2 Pts,3.5 Reb,2.4 Ast
4,Aaron Ray,14,SR,G,6-3,190,"Middleton, NY",Middletown High School, 6.6 Pts,3.4 Reb,1.7 Ast
5,Alex Ennis,12,SR,C,6-10,225,"Kingston, Jamaica",Neptune High School, 4.5 Pts,3.1 Reb,0.2 Ast
6,Bryan Assie,21,JR,F,6-7,240,"Stamford, CT",, 4.0 Pts,3.6 Reb,0.3 Ast
7,Brendon Brooks,25,FR,G,5-9,170,"Dallas, TX",, 3.8 Pts,0.5 Reb,1.3 Ast
8,Osa Wilson,24,JR,F,6-6,220,"Toronto, Canada",, 3.4 Pts,3.0 Reb,0.3 Ast
9,Hassan Hussein,10,SR,F,6-9,205,"Lorton, VA",Mt. Zion Prep HS, 3.1 Pts,1.5 Reb,0.1 Ast
10,Destin Dunton,11,JR,G,6-3,195,"Panama City, FL",, 3.1 Pts,1.5 Reb,1.3 Ast
11,Isaiah Rollins,4,FR,G,6-3,195,"Opelousas, LA",Northside HS, 2.2 Pts,1.0 Reb,0.4 Ast
12,DeRias Johnson,30,JR,G,6-3,180,"Dallas, TX",Justin F. Kimball High School, 3.1 Pts,1.8 Reb,1.2 Ast
13,Marcel Burton,23,JR,G,6-4,210,"Los Angeles, CA",, 2.2 Pts,0.6 Reb,0.5 Ast
14,Mubashar Ali,2,FR,F,7-0,230,"Helsinki, Finland",St. Bernard High School, 4.0 Pts,1.0 Reb,0.0 Ast
15,Trevor Blackmon,3,FR,F,6-5,190,"Milwaukee, WI",, 0.2 Pts,0.0 Reb,0.3 Ast
16,LaQuentin Collins,1,SR,G,6-3,200,"Monroe, LA",Wossman HS, 0.0 Pts,0.0 Reb,0.0 Ast
17,Torrey Mayo,13,SR,G,5-8,160,"Deltona, FL",Deltona High School, 0.0 Pts,0.0 Reb,0.0 Ast
18,Marshon McClinton,42,,F,6-0,220,"Zachary, LA",,,,
