,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tayler Persons,2,SR,G,6-3,196,"Kokomo, IN",Kokomo HS, 16.7 Pts,4.0 Reb,4.3 Ast
1,Tahjai Teague,25,JR,F,6-8,215,"Indianapolis, IN",Pike High School, 13.5 Pts,7.5 Reb,1.2 Ast
2,K.J. Walton,1,JR,G,6-3,200,"Indianapolis, IN",Brownsburg HS, 13.0 Pts,4.3 Reb,0.9 Ast
3,Trey Moses,24,SR,C,6-9,245,"Louisville, KY",Eastern, 8.4 Pts,6.9 Reb,2.5 Ast
4,Kyle Mallers,14,JR,F,6-7,217,"Fort Wayne, IN",Carroll High School, 7.2 Pts,4.5 Reb,1.1 Ast
5,Zach Gunn,15,SO,F,6-6,210,"Fishers, IN",Hamilton Southeastern High School, 5.4 Pts,2.9 Reb,0.4 Ast
6,Ishmael El-Amin,5,SO,G,6-1,195,"Minnetonka, MN",Hopkins High School, 6.9 Pts,1.7 Reb,1.1 Ast
7,Brachen Hazen,12,SO,F,6-8,211,"Columbia City, IN",Columbia City High School, 5.7 Pts,4.1 Reb,0.4 Ast
8,Josh Thompson,3,JR,G,6-0,194,"Indianapolis, IN",Lawrence North HS, 2.7 Pts,1.1 Reb,1.2 Ast
9,Austin Nehls,20,SR,G,6-3,182,"Tucson, AZ",Cheshire Academy, 2.5 Pts,1.2 Reb,0.5 Ast
10,Blake Huggins,44,FR,C,6-10,245,"Union City, TN",, 2.2 Pts,1.8 Reb,0.4 Ast
11,Kani Acree,13,FR,F,6-6,205,"Carbondale, IL",Carbondale Community HS,,,
12,Jarron Coleman,11,FR,G,6-5,208,"Indianapolis, IN",Cathedral HS,,,
13,Miryne Thomas,0,SO,F,6-8,199,"Cleveland, OH",Cleveland Central Catholic High School,,,
