,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,George Kiernan,21,SR,F,6-7,225,"Hinsdale, IL",Hinsdale Central HS, 12.4 Pts,5.3 Reb,1.1 Ast
1,Hasan Abdullah,2,SR,G,6-0,195,"Birmingham, AL",Clay-Chalkville HS, 10.1 Pts,3.8 Reb,4.4 Ast
2,Cam Davis,22,SO,G,6-1,185,"Battlefield, MO",Kickapoo High School, 9.8 Pts,2.4 Reb,1.7 Ast
3,Evan Wieck,40,JR,C,6-8,235,"Amarillo, TX",Amarillo High School, 8.8 Pts,5.5 Reb,0.9 Ast
4,John Carter Jr.,1,FR,G,6-4,188,"Spring Hill, TN",Summit HS, 8.4 Pts,5.2 Reb,1.3 Ast
5,Luke Loehr,33,SO,F,6-7,225,"Inver Grove Heights, MN",Rosemount High School, 4.8 Pts,3.2 Reb,0.6 Ast
6,Josiah Strong,0,FR,G,6-2,187,"Brooklyn Park, MN",Champlin Park HS, 3.1 Pts,0.8 Reb,1.0 Ast
7,Greg Summers,20,FR,G,6-3,190,"Ocoee, FL",First Academy, 3.6 Pts,3.4 Reb,0.6 Ast
8,Danny Ogele,34,SO,F,6-7,220,"Chicago, IL",St. Ignatius College Prep, 3.2 Pts,2.5 Reb,0.4 Ast
9,Isaiah Burnett,11,SO,G,6-5,180,"Annapolis, MD",Glenelg Country School, 1.6 Pts,1.3 Reb,0.8 Ast
10,Ryan Pearson,5,SR,G,6-2,190,"Richmond, VA",Henrico HS, 1.7 Pts,0.7 Reb,0.5 Ast
11,Richard Njoku,55,FR,F,6-7,235,"Washington, DC",St. John's HS, 1.2 Pts,1.7 Reb,0.0 Ast
12,Dom Antonelli,15,SR,G,6-1,190,"Mechanicsburg, PA",Trinity HS, 1.0 Pts,0.3 Reb,0.0 Ast
13,Connor Mannion,24,JR,F,6-7,225,"Suwanee, GA",Lambert High School, 0.8 Pts,0.9 Reb,0.0 Ast
14,Alex Loehr,25,SO,F,6-8,215,"Inver Grove Heights, MN",Rosemount High School, 0.0 Pts,0.5 Reb,0.0 Ast
15,Jaylon Terrell,23,FR,G,6-3,190,"Riverdale, GA",Jonesboro HS, 0.0 Pts,0.0 Reb,0.0 Ast
16,Dave Kasanganay,14,FR,G,6-3,175,"Charlotte, NC",Ardrey Kell HS,,,
17,Jack Lawrence,32,SO,C,6-9,245,"Alexandria, VA",Gonzaga College High School,,,
18,Kyle Marion,30,FR,G,6-0,177,"Jacksonville, FL",Providence School,,,
19,Ryan Reagan,12,SO,F,6-8,215,"Edinboro, PA",General McLane High School,,,
20,Christian Silva,35,FR,G,6-2,195,"Miami, FL",Archbishop Carroll HS,,,
