,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jarred Dixon,11,SR,G,6-4,176,"Kansas City, MO",Lee's Summit West HS, 13.1 Pts,2.6 Reb,1.4 Ast
1,Keandre Cook,1,JR,G,6-5,183,"Baltimore, MD",, 12.8 Pts,4.3 Reb,0.7 Ast
2,Tulio Da Silva,0,JR,F,6-8,211,"Formiga, Brazil",Arlington Country Day School, 14.3 Pts,7.4 Reb,0.7 Ast
3,Ryan Kreklow,20,SR,G,6-4,185,"Columbia, MO",Rock Bridge HS, 7.9 Pts,3.0 Reb,1.2 Ast
4,Josh Webster,0,SR,G,6-3,180,"St. Louis, MO",Christian Brothers College High School, 7.8 Pts,3.3 Reb,5.1 Ast
5,Kabir Mohammed,23,JR,F,6-5,233,"Lagos, Nigeria",, 5.3 Pts,3.9 Reb,0.4 Ast
6,Jared Ridder,34,FR,F,6-8,215,"Springfield, MO",, 5.1 Pts,1.8 Reb,0.6 Ast
7,Szymon Wojcik,10,FR,F,6-10,224,"Pelczyce, Poland",, 5.3 Pts,3.4 Reb,0.3 Ast
8,Obediah Church,5,SR,F,6-8,218,"Springfield, IL",Springfield HS, 6.4 Pts,4.9 Reb,1.9 Ast
9,Jan Wojcik,15,FR,F,6-10,218,"Pelczyce, Poland",, 1.4 Pts,0.9 Reb,0.2 Ast
10,Ross Owens,21,JR,G,6-4,201,"Woodlawn, IL",Woodlawn High School, 1.4 Pts,0.6 Reb,0.4 Ast
11,Darian Scott,25,FR,C,6-11,220,"Las Vegas, NV",Centennial HS, 0.6 Pts,1.0 Reb,0.2 Ast
12,Spencer Brown,0,JR,G,6-2,191,"Fayetteville, AR",,,,
13,Tyrik Dixon,0,JR,G,6-1,173,"Bentonville, AR",Southwest Christian Academy,,,
14,Josh Hall,0,JR,G,6-7,200,"Houston, TX",Genesis Academy,,,
