,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Ronshad Shabazz,2,SR,G,6-5,217,"Raleigh, NC",Huntington Prep (WV), 18.3 Pts,3.3 Reb,2.3 Ast
1,Justin Forrest,1,SO,G,6-2,195,"Decatur, GA",Greenforest Christian High School, 16.2 Pts,3.3 Reb,2.5 Ast
2,Isaac Johnson,0,JR,F,6-9,212,"Charlotte, NC",Providence Day School, 10.0 Pts,8.5 Reb,2.0 Ast
3,Tyrell Johnson,32,SR,F,6-8,205,"Atlanta, GA",Stephenson, 9.0 Pts,4.1 Reb,0.6 Ast
4,Adrian Delph,20,FR,G,6-3,185,"Kings Mountain, NC",Kings Mountain HS, 7.1 Pts,2.8 Reb,0.8 Ast
5,Hunter Seacat,50,JR,F,6-9,235,"Mooresville, NC",Lake Norman HS, 5.6 Pts,3.7 Reb,1.2 Ast
6,O'Showen Williams,4,JR,G,5-11,190,"Macon, GA",Stratford Academy, 3.8 Pts,1.8 Reb,1.8 Ast
7,Bennett Holley,14,SR,F,6-8,238,"Roanoke, VA",North Cross, 3.7 Pts,2.6 Reb,0.3 Ast
8,Joseph Battle,11,SO,G,6-3,181,"Abbeville, SC",Abbeville High School, 3.3 Pts,1.4 Reb,0.4 Ast
9,Michael Bibby,10,SO,G,6-3,175,"Phoenix, AZ",Shadow Mountain High School, 2.9 Pts,1.0 Reb,1.0 Ast
10,Breki Gylfason,22,FR,F,6-9,205,"Reykjavik, Iceland",, 2.2 Pts,0.8 Reb,0.2 Ast
11,Nick Hough,3,SR,G,6-4,205,"Harrisburg, NC",Hickory Ridge High School, 2.3 Pts,0.8 Reb,0.3 Ast
12,Kevin Kerley,13,SR,G,6-0,178,"Loveland, OH",Moeller HIgh School, 1.9 Pts,0.0 Reb,0.2 Ast
13,Jake Wilson,15,SR,C,7-1,240,"Raleigh, NC",Millbrook High School, 1.1 Pts,1.5 Reb,0.0 Ast
14,Trey Ford,23,SR,G,6-0,180,"Mooresville, NC",Lake Norman, 0.9 Pts,0.0 Reb,0.7 Ast
15,James Lewis,21,,F,6-8,215,"Mt. Holly, NC",Phillips Academy,,,
