,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Anthony Mathis,32,JR,G,6-3,170,"West Linn, OR",West Linn HS, 12.7 Pts,2.1 Reb,1.0 Ast
1,Antino Jackson,3,SR,G,5-11,160,"Houston, TX",Cypress Springs, 10.4 Pts,2.1 Reb,4.6 Ast
2,Joe Furstinger,5,SR,F,6-9,210,"Rancho Santa Margarita, CA",Santa Margarita Catholic HS, 10.4 Pts,6.8 Reb,2.1 Ast
3,Sam Logwood,2,SR,G,6-7,210,"Indianapolis, IN",La Lumiere HS, 13.0 Pts,5.2 Reb,1.5 Ast
4,Makuach Maluach,10,FR,G,6-5,190,Australia,, 9.6 Pts,2.5 Reb,1.0 Ast
5,Chris McNeal,1,,G,6-0,195,"Jackson, TN",South Side HS, 9.5 Pts,1.8 Reb,2.7 Ast
6,Troy Simmons,31,JR,G,6-3,197,"Pittsburgh, PA",, 9.9 Pts,3.1 Reb,1.4 Ast
7,Dane Kuiper,14,JR,F,6-7,200,"Wasilla, AK",Corona del Sol HS, 6.4 Pts,3.2 Reb,1.5 Ast
8,Vladimir Pinchuk,15,FR,F,6-10,225,Germany,, 3.1 Pts,2.5 Reb,0.2 Ast
9,Jachai Simmons,11,JR,F,6-7,180,"Plainfield, NJ",, 3.4 Pts,1.6 Reb,0.7 Ast
10,Mike Mondragon,,,G,6-3,210,,, 0.3 Pts,0.0 Reb,0.2 Ast
11,Vance Jackson,22,,F,6-8,229,"Los Angeles, CA",St. John Bosco High School,,,
12,JaQuan Lyle,13,,G,6-5,210,"Evansville, IN",IMG Academy,,,
13,Connor MacDougall,55,,F,6-9,235,"Tempe, AZ",Corona del Sol,,,
14,Matt Vail,0,,G,5-10,145,,,,,
