,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Blake Francis,3,SO,G,6-0,165,"Herndon, VA",Westfield High School, 17.1 Pts,1.9 Reb,1.7 Ast
1,JoJo Cooper,10,SR,G,6-1,190,"Wilmington, DE",Concord HS, 14.5 Pts,5.3 Reb,6.3 Ast
2,Romone Saunders ,11,,G,6-3,200,"Temple Hills, MD",Potomac/Mt.Zion Prep, 14.5 Pts,6.3 Reb,1.9 Ast
3,Elijah Davis,21,JR,G,6-4,215,"Bronx, NY",IMG Academy, 7.2 Pts,4.3 Reb,0.8 Ast
4,Devin Liggeons,24,JR,G,6-3,185,"Philadelphia, PA",Imhotep Charter School, 6.6 Pts,4.7 Reb,0.9 Ast
5,AJ Sumbry,4,JR,F,6-8,227,"East Windsor, NJ",St. Benedict's Prep, 6.3 Pts,6.5 Reb,0.5 Ast
6,Nigel Jackson,0,FR,F,6-7,215,"Baltimore, MD",, 5.6 Pts,3.8 Reb,0.8 Ast
7,Chase Freeman,12,FR,G,5-11,165,"Gallatin, TN",, 2.8 Pts,1.2 Reb,1.0 Ast
8,Shack Scott,1,,F,6-7,215,"Paterson, NJ",Passaic High School, 3.2 Pts,2.3 Reb,0.1 Ast
9,Jamar Brown,15,FR,F,6-8,250,"Harlem, NY",Wings Academy, 3.3 Pts,1.5 Reb,0.0 Ast
10,Tyler Plummer,2,FR,G,6-3,200,Canada,, 1.9 Pts,1.6 Reb,0.3 Ast
11,Nick Madray,22,SR,F,6-9,225,Canada,Stephen Lewis Secondary School, 2.8 Pts,2.9 Reb,0.3 Ast
12,Tim Graham,13,,G,6-6,190,,,,,
13,Lonnie Rivera,5,,F,6-6,195,"Spring Valley, NY",Don Bosco Prep (NJ),,,
