,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Chris Lykes,0,SO,G,5-7,157,"Mitchellville, MD",Gonzaga College High School, 16.2 Pts,2.7 Reb,3.2 Ast
1,Anthony Lawrence Jr.,3,SR,G,6-7,207,"St. Petersburg, FL",Lakewood Senior HS, 12.6 Pts,6.7 Reb,3.1 Ast
2,Zach Johnson,5,SR,G,6-2,192,"Miami, FL",Norland HS, 11.8 Pts,2.8 Reb,2.4 Ast
3,Dejan Vasiljevic,1,JR,G,6-3,184,"Melbourne, Australia",Australian Institute of Sport, 11.8 Pts,4.5 Reb,1.2 Ast
4,Ebuka Izundu,15,SR,C,6-10,232,"Charlotte, NC",Victory Christian Center School (NC), 10.9 Pts,8.3 Reb,1.0 Ast
5,Sam Waardenburg,21,SO,F,6-10,216,"Aukland, New Zealand",Rangitoto School, 5.3 Pts,3.5 Reb,1.2 Ast
6,Anthony Mack,13,FR,G,6-6,214,"Las Vegas, NV",, 2.6 Pts,1.0 Reb,0.7 Ast
7,Deng Gak,22,FR,F,6-10,211,"Sydney, Australia",Blair Academy, 2.5 Pts,4.1 Reb,0.6 Ast
8,Willie Herenton,2,SO,G,6-1,178,"Lincolnshire, IL",Stevenson HS, 0.9 Pts,0.1 Reb,0.0 Ast
9,Dominic Proctor,10,SO,G,6-6,180,"Las Vegas, NV",Bishop Gorman HS, 0.0 Pts,0.0 Reb,0.0 Ast
10,Dewan Hernandez,20,,F,6-11,235,"Miami, FL",Miami Norland High School,,,
11,Kameron McGusty,23,JR,G,6-5,192,"Katy, TX",Seven Lakes High School,,,
12,Rodney Miller Jr.,14,,C,7-0,255,"Laurelton, NY",Oak Hill Academy,,,
