,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Vado Morse,0,FR,G,6-0,155,"Suitland, MD",Bullis School, 14.7 Pts,2.6 Reb,2.9 Ast
1,Jalen Gibbs,1,SO,G,6-3,180,"Waldorf, MD",North Point High School, 12.9 Pts,5.1 Reb,1.6 Ast
2,Omar Habwe,13,SO,F,6-6,225,"Lexington, VA",St. James School, 9.4 Pts,4.9 Reb,1.2 Ast
3,Malik Jefferson,42,FR,F,6-9,230,"Hopewell, VA",Hopewell HS, 8.5 Pts,6.1 Reb,0.4 Ast
4,Damian Chong-Qui,15,FR,G,5-8,145,"Baltimore, MD",McDonogh HS, 6.8 Pts,2.8 Reb,3.7 Ast
5,Nana Opoku,22,FR,F,6-8,186,"Woodbridge, VA",Potomac HS, 5.3 Pts,3.7 Reb,0.5 Ast
6,Dee Barnes,2,FR,G,6-4,180,"Great Mills, MD",Great Mills HS, 5.8 Pts,1.6 Reb,0.3 Ast
7,Collin Nnamene,21,FR,F,6-8,210,"Enugu State, Nigeria",St. Albans HS, 2.9 Pts,2.5 Reb,0.1 Ast
8,K.J. Scott,35,SR,F,6-4,205,"Omaha, NE",Omaha Central HS, 5.3 Pts,2.9 Reb,1.6 Ast
9,Matt Poulsen,10,FR,F,6-6,185,"Fureso, Denmark",, 0.7 Pts,0.9 Reb,0.3 Ast
10,Ace Stallings,11,SO,F,6-10,230,"Miami, FL",Sidwell Friends School, 1.3 Pts,1.0 Reb,0.0 Ast
11,Matt Brecht,3,FR,G,6-2,175,"Arlington, VA",Bishop O'Connell HS, 3.0 Pts,2.0 Reb,0.7 Ast
12,James West IV,4,SO,G,6-1,165,"Woodbridge, VA",Freedom High School, 0.8 Pts,0.7 Reb,0.3 Ast
13,Odri Dedolli,12,SO,G,6-3,177,"Tirana, Algeria",Montverde Academy, 1.0 Pts,0.3 Reb,0.0 Ast
14,Brandon Leftwich,23,SO,G,6-4,180,"Brooklyn, NY",Xaverian High School, 0.5 Pts,0.3 Reb,0.6 Ast
15,Jalen Jefferson,34,FR,F,6-7,190,"Hopewell, VA",Hopewell HS, 0.6 Pts,0.4 Reb,0.0 Ast
16,Damon'te Moore,5,SO,G,5-8,173,"Baltimore, MD",Dunbar High School, 0.0 Pts,0.0 Reb,0.0 Ast
