,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jaelan Sanford,13,SR,G,6-4,200,"Evansville, IN",Reitz High School, 15.3 Pts,4.2 Reb,3.2 Ast
1,Nate Navigato,35,SR,F,6-8,225,"Geneva, IL",Geneva (IL), 12.6 Pts,3.5 Reb,2.6 Ast
2,Marreon Jackson,3,SO,G,6-0,175,"Cleveland, OH",Garfield Heights High School, 11.7 Pts,3.9 Reb,4.2 Ast
3,Luke Knapke,30,JR,C,6-11,245,"Maria Stein, OH",Marion Local High School, 10.7 Pts,6.6 Reb,2.0 Ast
4,Chris Darrington,32,SR,G,6-1,185,"Toledo, OH",Scott High School, 9.2 Pts,1.6 Reb,1.0 Ast
5,Willie Jackson,23,JR,F,6-6,215,"Cleveland, OH",Garfield Heights High School, 8.5 Pts,8.8 Reb,1.5 Ast
6,Spencer Littleson,11,SO,G,6-4,200,"Rochester Hills, MI",Rochester Adams High school, 4.4 Pts,2.2 Reb,0.8 Ast
7,AJ Edu,15,FR,F,6-10,215,"Colchester, United Kingdom",, 3.7 Pts,3.9 Reb,0.7 Ast
8,Dylan Alderson,21,SO,G,6-5,205,"Clarkston, MI",Clarkston High School, 1.3 Pts,0.9 Reb,0.4 Ast
9,James Gordon IV,0,SO,F,6-5,225,"Shelbyville, KY",Simeon Career Academy, 1.6 Pts,0.8 Reb,0.0 Ast
10,Logan Hill,41,FR,F,6-7,215,"Massillon, OH",Jackson HS, 0.4 Pts,0.3 Reb,0.1 Ast
11,Matt Schaffer,20,JR,G,6-1,185,"Sylvania, OH",Sylvania Southview High School, 0.0 Pts,0.2 Reb,0.2 Ast
12,Blake Williams,22,SO,G,6-0,185,"Holland, OH",St. John's Jesuit HS, 0.0 Pts,0.3 Reb,0.3 Ast
13,Keshaun Saunders,24,FR,G,6-5,190,"Brampton, Canada",Orangeville Prep,,,
14,T.J. Smith,1,FR,F,6-8,195,"Matteson, IL",Aspire Academy,,,
