,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Marcus Shaver,10,SO,G,6-2,185,"Phoenix, AZ",Shadow Mountain High School, 14.8 Pts,3.3 Reb,2.2 Ast
1,JoJo Walker,2,SO,G,6-1,170,"Carolina, Puerto Rico",St. Joseph High School, 11.5 Pts,3.1 Reb,3.3 Ast
2,Josh McSwiggan,11,JR,G,6-7,220,"Loughborough, United Kingdom",Charnwood College, 9.2 Pts,3.8 Reb,1.5 Ast
3,Franklin Porter,13,JR,G,6-4,215,"Portland, OR",Tilton School (NH), 6.3 Pts,4.0 Reb,1.9 Ast
4,Tahirou Diabete,14,SO,F,6-9,240,"Bamako, Mali",Teikyo Nagaoka HS, 5.7 Pts,3.2 Reb,0.1 Ast
5,Hugh Hogland,32,FR,F,6-10,240,"Waimanalo, HI",Iolani School, 4.5 Pts,3.2 Reb,0.5 Ast
6,Jacob Tryon,33,SO,F,7-0,205,"Temecula, CA",, 5.2 Pts,3.1 Reb,0.6 Ast
7,Theo Akwuba,12,FR,C,6-10,205,"Montgomery, AL",Brewbaker Technology Magnet HS, 3.4 Pts,4.0 Reb,0.2 Ast
8,Malcolm Porter,1,SO,G,6-4,200,"Portland, OR",Jesuit High School, 3.7 Pts,1.4 Reb,0.6 Ast
9,Crisshawn Clark,0,JR,G,6-4,205,"Dayton, OH",, 3.4 Pts,2.6 Reb,0.8 Ast
10,Xavier Hallinan,55,JR,G,6-1,170,"Portland, OR",Central Catholic HS, 1.9 Pts,0.4 Reb,0.5 Ast
11,Takiula Fahrensohn,20,FR,G,6-6,190,"Auckland, New Zealand",Auckland Grammar School, 1.3 Pts,0.7 Reb,0.3 Ast
12,Brian Smith,22,SO,G,6-0,180,"Boise, ID",Boise High School, 1.7 Pts,0.2 Reb,0.5 Ast
13,Josh Phillips,21,FR,F,6-9,225,"Huntington Beach, CA",Edison HS, 1.5 Pts,1.3 Reb,0.3 Ast
14,Miles Turner,5,FR,G,6-2,190,"Tracy, CA",Tracy HS, 0.4 Pts,0.4 Reb,0.4 Ast
15,Wyatt Watson,34,FR,F,6-8,185,"Bellingham, WA",Sehome HS,,,
