,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jordan Walker,2,JR,G,6-0,185,"Indianapolis, IN",Cathedral High School, 15.8 Pts,3.5 Reb,2.6 Ast
1,Lamontray Harris,13,SR,F,6-7,220,"Louisville, KY",The Robinson School, 13.6 Pts,8.2 Reb,1.6 Ast
2,A.J. Hicks,0,SR,G,6-0,185,"Norcross, GA",Meadowcreek High School, 11.9 Pts,3.0 Reb,5.8 Ast
3,De'Von Cooper,1,SO,G,6-4,190,"Louisville, KY",Findlay College Prep, 8.8 Pts,3.4 Reb,1.7 Ast
4,Malek Green,12,SO,F,6-7,216,"Cincinnati, OH",Taft High School, 7.8 Pts,5.2 Reb,0.3 Ast
5,James Baker,3,SO,F,6-6,195,"Brandenburg, KY",Meade County High School, 7.5 Pts,4.6 Reb,0.4 Ast
6,Djimon Henson,32,JR,G,6-3,195,"Indianapolis, IN",Lawrence North High School, 5.0 Pts,2.0 Reb,0.7 Ast
7,Malik Riddle,23,FR,G,6-4,175,"Holly Springs, MS",Rossville Christian Academy, 2.7 Pts,0.9 Reb,0.3 Ast
8,Ja'Cori Wilson,34,FR,F,6-7,200,"Atlanta, GA",, 2.0 Pts,2.0 Reb,0.1 Ast
9,Richard Feagin,11,SO,G,6-0,160,"Detroit, MI",Southfield High School, 1.8 Pts,0.9 Reb,0.7 Ast
10,Sasha Sukhanov,33,FR,F,6-11,235,"Tomsk, Russia",Teays Valley Christian HS, 0.8 Pts,1.9 Reb,0.1 Ast
11,Malik Shabazz,20,FR,G,6-2,170,"Louisville, KY",Evangel Christian HS,,,
12,Tada Stricklen,4,FR,G,6-0,180,"Corinth, MS",Corinth HS,,,
13,Justin Thomas,5,JR,G,5-11,180,"Indianapolis, IN",Pike HIgh School,,,
