,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Sedrick Barefield,2,SR,G,6-2,190,"Corona, CA",Centennial HS, 16.8 Pts,2.1 Reb,3.8 Ast
1,Timmy Allen,20,FR,F,6-6,210,"Mesa, AZ",Red Mountain HS, 12.2 Pts,5.1 Reb,2.4 Ast
2,Donnie Tillman,3,SO,F,6-7,225,"Detroit, MI",Findlay College Prep, 10.5 Pts,5.3 Reb,1.6 Ast
3,Parker Van Dyke,5,SR,G,6-3,185,"Salt Lake City, UT",East High School, 8.5 Pts,1.4 Reb,1.7 Ast
4,Both Gach,11,FR,F,6-7,195,"Austin, MN",Arizona Compass Prep, 7.7 Pts,2.1 Reb,2.1 Ast
5,Jayce Johnson,34,JR,C,7-0,235,"Mission Viejo, CA",Findlay College Prep, 7.1 Pts,7.7 Reb,0.5 Ast
6,Riley Battin,21,FR,F,6-9,220,"Oak Park, CA",Oak Park HS, 6.4 Pts,3.4 Reb,1.2 Ast
7,Novak Topalovic,13,SR,F,7-0,230,"Nis, Serbia",Santa Margarita Catholic HS, 2.8 Pts,3.1 Reb,0.2 Ast
8,Charles Jones Jr,1,JR,G,6-2,200,"Portland, OR",, 2.6 Pts,0.9 Reb,0.7 Ast
9,Brandon Morley,31,JR,C,7-0,235,"South Jordan, UT",, 2.4 Pts,1.7 Reb,0.1 Ast
10,Vante Hendrix,14,FR,G,6-5,190,"Woodland Hills, CA",Birmingham HS, 7.8 Pts,3.0 Reb,1.5 Ast
11,Beau Rydalch,25,JR,G,6-6,205,"Oakley, UT",South Summit HIgh School, 1.4 Pts,1.7 Reb,0.1 Ast
12,Brooks King,30,FR,G,6-3,200,"Boise, ID",Centennial HS, 0.2 Pts,0.3 Reb,0.0 Ast
13,Marc Reininger,40,JR,F,6-9,220,"Monument, CO",Regis Jesuit High School, 0.1 Pts,0.1 Reb,0.0 Ast
14,Naseem Gaskin,0,FR,G,6-3,175,"Oakland, CA",Bishop O'Dowd HS,,,
15,Kevin Kremer,15,FR,G,6-4,190,"Chico, CA",Pleasant Valley HS,,,
16,Christian Popoola,10,SO,G,6-4,190,"Las Vegas, NV",Bishop Gorman High School,,,
17,Lahat Thioune,32,FR,F,6-10,210,"Dakar, Senegal",Florida Prep,,,
