,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Marcus Evans,2,JR,G,6-2,190,"Chesapeake, VA",Cape Henry Collegiate School (VA), 13.9 Pts,3.0 Reb,3.2 Ast
1,De'Riante Jenkins,0,JR,G,6-5,195,"Eutawville, SC",West Oak Academy, 11.4 Pts,3.9 Reb,2.1 Ast
2,Issac Vann,23,JR,F,6-6,210,"Bridgeport, CT",Bunnell High School, 10.9 Pts,3.5 Reb,2.2 Ast
3,Marcus Santos-Silva,14,SO,F,6-7,250,"Taunton, MA",Vermont Academy, 10.1 Pts,7.4 Reb,0.8 Ast
4,Vince Williams,10,FR,G,6-6,210,"Toledo, OH",St. John's Jesuit HS, 4.8 Pts,3.3 Reb,1.0 Ast
5,Mike'l Simms,1,JR,G,6-5,210,"Richmond, VA",Highland Springs High School, 4.7 Pts,1.9 Reb,0.7 Ast
6,Sean Mobley,5,SO,F,6-8,225,"Cocoa Beach, FL",Montverde Academy, 4.2 Pts,2.6 Reb,1.3 Ast
7,Corey Douglas,4,SO,F,6-8,215,"Louisville, KY",Fork Union Military Academy, 3.6 Pts,3.6 Reb,0.4 Ast
8,Malik Crowfield,13,JR,G,6-4,195,"Laplace, LA",Riverside Academy, 3.5 Pts,1.6 Reb,0.9 Ast
9,Michael Gilmore,22,SR,F,6-10,210,"Jacksonville, FL",Rickards HS, 2.9 Pts,2.5 Reb,0.3 Ast
10,P.J. Byrd,24,FR,G,6-1,185,"Houston, TX",Bush HS, 1.3 Pts,0.5 Reb,1.1 Ast
11,KeShawn Curry,11,FR,G,6-4,175,"Jacksonville, FL",Fork Union Military Academy, 2.1 Pts,0.7 Reb,0.1 Ast
12,Xavier Jackson,15,SR,G,6-3,190,"Hinesville, GA",Oceanside High School, 0.0 Pts,0.4 Reb,0.0 Ast
13,Dylan Sheehy-Guiseppi,12,SO,G,6-1,195,"Lake Havasu City, AZ",Saint Frances High School, 0.0 Pts,0.3 Reb,0.2 Ast
