,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Nijal Pearson,22,JR,G,6-5,200,"Beaumont, TX",Central High School, 16.4 Pts,5.1 Reb,1.4 Ast
1,Tre'Larenz Nottingham,2,SR,G,6-2,185,"Moreno Valley, CA",Cooper International Academy, 13.8 Pts,3.9 Reb,2.1 Ast
2,Eric Terry,45,JR,F,6-8,230,"Houston, TX",Westfield High School, 8.3 Pts,3.5 Reb,0.8 Ast
3,Alex Peacock,23,SR,F,6-7,215,"Bloomington, IL",Normal Community High School, 8.5 Pts,6.2 Reb,2.2 Ast
4,Jaylen Shead,35,JR,G,6-1,190,"Pflugerville, TX",John B. Connally High School, 7.6 Pts,4.4 Reb,4.9 Ast
5,Alonzo Sule,25,FR,F,6-7,200,"Houston, TX",Cinco Ranch HS, 6.4 Pts,4.3 Reb,0.3 Ast
6,Mason Harrell,12,FR,G,5-9,145,"Midwest City, OK",Carl Albert HS, 4.0 Pts,1.1 Reb,1.7 Ast
7,Quentin Scott,14,SO,F,6-7,215,"Houma, LA",The Conrad Academy, 2.9 Pts,2.1 Reb,0.4 Ast
8,Shelby Adams,4,SO,G,6-3,175,"Converse, TX",Judson High School, 2.5 Pts,1.3 Reb,0.2 Ast
9,Chandler Davis,3,JR,F,6-8,235,"Conyers, GA",, 2.1 Pts,1.5 Reb,0.5 Ast
10,Isaiah Gurley,0,SR,G,6-3,195,"Brooklyn, NY",George Westinghouse High School, 1.9 Pts,1.5 Reb,0.5 Ast
11,Akiem Daschner,24,SO,F,6-7,205,"Lake Worth, FL",, 1.1 Pts,2.0 Reb,0.4 Ast
12,Marlin Davis,5,JR,G,6-2,165,"Houston, TX",Westbury Christian School,,,
13,Dillon Gooding,1,FR,G,5-10,150,"Killeen, TX",Harker Heights HS,,,
14,Nathan McClure,10,FR,G,6-4,165,"Tomball, TX",Concordia Lutheran HS,,,
