,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Zac Cuthbertson,40,SR,F,6-7,195,"New Bern, NC",West Craven High School, 18.2 Pts,8.2 Reb,2.5 Ast
1,Tyrell Gumbs-Frater,10,JR,G,6-3,190,"Richmond Hill, Canada",St. Benedicts High School, 9.6 Pts,1.8 Reb,0.5 Ast
2,DeVante Jones,3,FR,G,6-1,200,"New Orleans, LA",St. Augustine HS, 13.2 Pts,3.6 Reb,3.3 Ast
3,Ajay Sanders,4,SR,G,6-4,200,"Greenville, NC",Greenfield School, 7.7 Pts,4.7 Reb,1.1 Ast
4,Tommy Burton,33,JR,F,6-8,210,"Montgomery, AL",, 7.3 Pts,3.9 Reb,0.6 Ast
5,Amidou Bamba,11,JR,F,6-8,240,"Toronto, Canada",High Point Christian Academy , 5.9 Pts,4.1 Reb,0.5 Ast
6,Ebrima Dibba,0,FR,G,6-6,200,"Skarholmen, Sweden",St. Benedict's Prep School, 7.8 Pts,4.1 Reb,4.6 Ast
7,Trevion Brown,14,SO,G,6-2,165,"Tacoma, WA",Lincoln HS, 4.6 Pts,1.0 Reb,1.6 Ast
8,David Kralj,13,FR,G,6-4,210,"Ljubljana, Slovenia",, 7.6 Pts,1.7 Reb,1.1 Ast
9,David Pierce,1,FR,G,6-3,215,"St. Petersburg, FL",Gibbs HS, 6.0 Pts,1.3 Reb,0.3 Ast
10,Josh Coleman,30,SR,C,6-9,240,"Alpharetta, GA",Saint Francis HS, 2.4 Pts,2.3 Reb,0.0 Ast
11,Isaac Hippolyte,15,FR,F,6-7,210,"Spring Valley, NY",St. Joseph's Regional HS, 1.0 Pts,1.5 Reb,0.1 Ast
12,Josh Peterson,2,SO,G,5-10,165,"Woodbridge, VA",C.D. Hylton High School, 0.6 Pts,0.4 Reb,0.4 Ast
13,Matt Lindsey,12,SR,G,6-1,190,"North Myrtle Beach, SC",North Myrtle Beach High School, 0.6 Pts,0.5 Reb,0.3 Ast
14,Malik Legania,5,FR,G,6-5,180,"New Orleans, LA",Landry HS, 0.3 Pts,0.8 Reb,0.2 Ast
15,Bill Muse,22,SR,G,6-2,185,"Muskogee, OK",Hilldale High School,,,
