,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jaquan Dotson,11,JR,G,6-4,195,"Philadelphia, MS",, 13.5 Pts,6.8 Reb,2.0 Ast
1,Zach Sellers,3,JR,G,6-1,175,"Cheraw, SC",Cheraw High School, 12.4 Pts,3.6 Reb,4.2 Ast
2,Zaquavian Smith,1,SR,G,6-1,170,"Statesboro, GA",Statesboro High School, 10.3 Pts,2.5 Reb,1.2 Ast
3,Romani Hansen,5,JR,F,6-8,200,"St. Croix, U.S. Virgin Islands",, 9.5 Pts,5.5 Reb,1.0 Ast
4,Tyrell Harper,00,JR,F,6-7,180,"Sanford, FL",, 9.2 Pts,6.4 Reb,2.8 Ast
5,Collins Joseph,2,FR,G,6-0,155,"St. Thomas, U.S. Virgin Islands",New Faith Christian HS, 7.8 Pts,2.2 Reb,2.2 Ast
6,John Grant Jr.,4,SR,F,6-6,208,"Baltimore, MD",The Baltimore City College, 4.7 Pts,2.5 Reb,0.5 Ast
7,Jahlin Smith,12,SR,F,6-7,180,"Barnwell, SC",Barnwell High School, 5.4 Pts,3.0 Reb,0.6 Ast
8,Adam Saeed,10,JR,G,6-6,190,"Chicago, IL",, 4.0 Pts,2.1 Reb,0.5 Ast
9,Amaru Bryant,14,JR,G,6-4,175,"East Gadsen, FL",, 2.0 Pts,0.9 Reb,0.4 Ast
10,Chris Dubose,32,SO,G,6-4,185,"Stockbridge, GA",Woodland High School, 1.6 Pts,0.2 Reb,0.2 Ast
11,Andrew Okorodudu,24,FR,F,,,,, 1.2 Pts,0.9 Reb,0.0 Ast
12,Christian Carson,,FR,G,,,,, 0.8 Pts,0.3 Reb,0.3 Ast
13,Joseph Boykin,55,FR,G,,,,, 0.0 Pts,0.2 Reb,0.0 Ast
