,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Umoja Gibson,1,FR,G,6-1,160,"Waco, TX",Waco University High School, 12.6 Pts,2.7 Reb,1.9 Ast
1,Ryan Woolridge,0,JR,G,6-3,175,"Mansfield, TX",Lake Ridge HS, 11.7 Pts,5.9 Reb,4.8 Ast
2,Michael Miller,23,SR,G,6-3,170,"Michigan City, IN",Michigan City High School, 10.4 Pts,5.7 Reb,1.5 Ast
3,Zachary Simmons,24,SO,F,6-9,235,"Abilene, TX",Cedar Hill High School, 10.2 Pts,7.0 Reb,0.9 Ast
4,Roosevelt Smart,3,JR,G,6-3,185,"Chicago, IL",Sunrise Christian Academy, 10.7 Pts,3.6 Reb,1.1 Ast
5,Jorden Duffy,2,SR,G,6-1,170,"Salisbury, MD",J.M. Bennett High School, 10.3 Pts,4.3 Reb,2.2 Ast
6,DJ Draper,55,JR,G,5-10,165,"Bedford, TX",Birdville HS, 4.0 Pts,1.3 Reb,1.0 Ast
7,Jahmiah Simmons,10,SO,F,6-4,215,"St. Thomas, U.S. Virgin Islands",, 3.5 Pts,4.0 Reb,0.6 Ast
8,Tope Arikawe,20,SR,F,6-8,220,"Lagos, Nigeria",Covenant Christian Academy, 2.1 Pts,1.8 Reb,0.1 Ast
9,Mark Tikhonenko,13,FR,F,6-10,210,"Moscow, Russia",Mt. Zion Prep, 2.3 Pts,1.8 Reb,0.6 Ast
10,Shakeem Alcindor,35,FR,F,6-8,215,"St. Croix, U.S. Virgin Islands",Link Year Prep, 1.8 Pts,2.2 Reb,0.2 Ast
11,John Weger,15,FR,G,6-3,160,"Muenster, TX",Muenster HS, 0.2 Pts,0.2 Reb,0.0 Ast
12,Abdul Mohamed,5,JR,G,6-7,190,"Ottawa, Canada",,,,
13,JJ Murray,11,JR,G,6-1,180,"Rowlett, TX",,,,
14,Larry Wise,22,FR,G,6-5,185,"Waxahachie, TX",Waxahachie HS,,,
