,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Ky Bowman,0,JR,G,6-1,188,"Havelock, NC",Havelock High School, 19.0 Pts,7.5 Reb,4.0 Ast
1,Nik Popovic,21,JR,F,6-11,253,"Banja Luka, Bosnia and Herzegovina",Sagemont School, 14.5 Pts,7.2 Reb,1.1 Ast
2,Jordan Chatman,25,SR,G,6-5,210,"Vancouver, WA",Union HS, 13.2 Pts,2.2 Reb,2.0 Ast
3,Wynston Tabbs,5,FR,G,6-2,193,"Leonardstown, MD",St. Mary's Ryken HS, 13.9 Pts,3.9 Reb,2.7 Ast
4,Jairus Hamilton,1,FR,F,6-8,234,"Charlotte, NC",Cannon School, 5.5 Pts,4.0 Reb,0.8 Ast
5,Chris Herren Jr.,4,FR,G,6-3,174,"Portsmouth, RI",Tabor Academy, 4.2 Pts,1.7 Reb,0.6 Ast
6,Steffon Mitchell,41,SO,F,6-8,220,"Shakopee, MN",Shakopee High School, 4.6 Pts,7.9 Reb,2.3 Ast
7,Jared Hamilton,3,JR,G,6-4,203,"Charlotte, NC",St. Frances Academy, 6.0 Pts,2.1 Reb,0.5 Ast
8,Johncarlos Reyes,12,JR,F,6-10,214,"Lawrenceville, GA",Kingdom Christian Academy, 1.9 Pts,1.0 Reb,0.0 Ast
9,Lucas Kraljevic,13,SO,F,6-10,228,"Domzale, Slovenia",Don Bosco Preparatory High School, 1.1 Pts,1.2 Reb,0.4 Ast
10,Vin Baker Jr.,11,SO,F,6-7,184,"Old Saybrook, CT",Old Saybrook Senior High School, 1.3 Pts,1.0 Reb,0.3 Ast
11,Avery Wilson,2,SO,G,6-3,219,"Forest Park, GA",Forest Park High School, 0.3 Pts,0.5 Reb,0.5 Ast
12,Matt DiLuccio,22,JR,G,5-11,180,"Rockville Centre, NY",South Side High School, 0.0 Pts,0.0 Reb,0.0 Ast
13,Gordon Gehan,20,SR,G,6-5,220,"Dallas, TX",Episcopal School of Dallas, 0.0 Pts,0.0 Reb,0.0 Ast
14,Will Jackowitz,24,SO,F,6-8,205,"Wellesley, MA",Wellesley High School, 0.0 Pts,0.0 Reb,0.0 Ast
15,Ervins Meznieks,10,SR,F,6-7,228,"Riga, Latvia",Rigas Teikas, 0.0 Pts,0.2 Reb,0.0 Ast
16,Mac Bohuny,55,SO,G,6-4,175,"Ridgewood, NJ",Stony Brook School,,,
17,Sam Holtze,30,SO,G,5-10,150,"Manhattan Beach, CA",Notre Dame HS,,,
