,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jeff Dowtin,11,JR,G,6-3,170,"Upper Marlboro, MD",St. John's College High School, 15.3 Pts,3.4 Reb,3.7 Ast
1,Cyril Langevine,10,JR,F,6-8,225,"East Orange, NJ",The Patrick School, 14.7 Pts,9.9 Reb,0.9 Ast
2,Fatts Russell,1,SO,G,5-10,165,"Philadelphia, PA",Imhotep Charter School, 14.2 Pts,2.7 Reb,3.7 Ast
3,Tyrese Martin,4,FR,G,6-6,195,"Allentown, PA",Massanutten Military Academy, 8.1 Pts,5.2 Reb,1.0 Ast
4,Christion Thompson,25,JR,G,6-4,190,"Gonzales, LA",Madison Prep Academy, 5.7 Pts,3.5 Reb,1.3 Ast
5,Jermaine Harris,0,FR,F,6-8,220,"Upper Marlboro, MD",Rock Creek Christian HS, 4.4 Pts,2.8 Reb,0.4 Ast
6,Dana Tate,12,FR,F,6-7,210,"Boston, MA",MacDuffie School, 4.0 Pts,2.9 Reb,0.7 Ast
7,Ryan Preston,5,SR,F,6-7,230,"Brooklyn, NY",South Shore High School, 2.4 Pts,1.9 Reb,0.2 Ast
8,Omar Silverio,15,FR,G,6-4,190,"Bronx, NY",St. Raymond's HS, 1.9 Pts,1.0 Reb,0.6 Ast
9,Will Leviton,2,SR,G,5-8,150,"Providence, RI",Classical High School, 0.6 Pts,0.0 Reb,0.0 Ast
10,Michael Tertsea,55,SO,C,6-10,230,"Makurdi, Nigeria",The John Carroll School, 0.3 Pts,0.5 Reb,0.0 Ast
11,Eric Dadika,13,JR,G,6-0,175,"Milltown, NJ",Spotswood High School, 0.0 Pts,0.0 Reb,0.0 Ast
12,Jordan Green,20,JR,G,5-9,160,"Bronx, NY",Millbrook School, 0.0 Pts,0.0 Reb,0.0 Ast
13,Aris Tsourgiannis,21,FR,F,6-8,200,"Heraklion, Greece",, 0.0 Pts,0.0 Reb,0.0 Ast
