,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,David Efianayi,11,SR,G,6-2,185,"Orlando, FL",Oconee HS, 18.3 Pts,3.7 Reb,2.9 Ast
1,Jose Perez,5,FR,G,6-5,195,"Bronx, NY",Putnam Science Academy, 15.1 Pts,5.8 Reb,3.0 Ast
2,DJ Laster,25,SR,F,6-6,230,"Pensacola, FL",Pensacola Catholic High School, 13.7 Pts,5.5 Reb,0.5 Ast
3,Nate Johnson,10,SO,G,6-4,180,"Miami, FL",McArthur High School, 9.8 Pts,3.9 Reb,1.7 Ast
4,Eric Jamison,2,JR,F,6-6,185,"East Point, GA",Greater Atlanta Christian School, 7.1 Pts,4.3 Reb,0.7 Ast
5,Jaheam Cornwall,1,SO,G,6-0,175,"Brooklyn, NY",Putnam Science Academy, 6.3 Pts,2.4 Reb,2.8 Ast
6,Christian Turner,4,JR,G,5-10,180,"Atlanta, GA",Sandy Creek High School, 3.0 Pts,1.4 Reb,2.3 Ast
7,Justin Jenkins,3,JR,G,6-2,200,"Knoxville, TN",Wings Academy, 2.3 Pts,1.3 Reb,0.5 Ast
8,Brandon Miller,14,SR,C,6-6,250,"Orlando, FL",Orlando Christian Prep HS, 2.2 Pts,1.9 Reb,0.0 Ast
9,Ludovic Dufeal,24,FR,F,6-8,185,"Saint-Joseph, Martinique",Moravian Prep, 2.4 Pts,2.3 Reb,0.2 Ast
10,Jaylen Alston,0,FR,F,6-4,190,"Greensboro, NC",Eastern Guilford HS, 2.9 Pts,2.8 Reb,0.6 Ast
11,Kennedy Kincaid,21,FR,G,5-10,170,"Marion, NC",Moravian Prep, 1.3 Pts,0.3 Reb,0.5 Ast
12,Gabe Bryant,32,FR,C,6-9,250,"Spartanburg, SC",Dorman HS,,,
13,Erick Valdez,15,FR,F,6-7,200,"San Cristobal, Dominican Republic",Trinity Christian School,,,
