,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Antoine Davis,0,FR,G,6-1,170,"Birmingham, AL",, 26.1 Pts,3.1 Reb,3.6 Ast
1,Josh McFolley,23,SR,G,6-1,174,"Detroit, MI",Western International High School, 13.5 Pts,2.1 Reb,2.6 Ast
2,Derrien King,14,SR,G,6-7,180,"Wichita, KS",Cathedral High School, 8.5 Pts,3.7 Reb,1.2 Ast
3,Harrison Curry,24,JR,F,6-7,230,"Ann Arbor, MI",Legacy Charter School, 7.8 Pts,4.6 Reb,0.1 Ast
4,Gerald Blackshear,25,SR,F,6-9,220,"Detroit, MI",Warren Mott High School, 4.6 Pts,5.0 Reb,0.2 Ast
5,Lamar Hamrick,21,JR,G,6-4,190,"New Castle, DE",, 4.9 Pts,2.9 Reb,1.1 Ast
6,Willy Isiani,41,FR,F,6-8,235,"Tbilisi, GA",Asi Prep, 7.7 Pts,1.7 Reb,0.7 Ast
7,Jacob Holland,4,SR,G,6-4,200,"Los Lunas, NM",, 2.8 Pts,1.0 Reb,0.2 Ast
8,Chris Brandon,13,FR,F,6-7,200,"Houston, TX",Bellaire HS, 2.5 Pts,3.8 Reb,0.3 Ast
9,Marquis Moore,1,FR,G,6-6,215,"Los Angeles, CA",Woodstock Academy, 3.4 Pts,4.2 Reb,0.8 Ast
10,Cole Long,11,JR,F,6-8,206,"St. John's, Canada",Athlete Institute Basketball Academy, 2.1 Pts,1.6 Reb,0.2 Ast
11,Tra'Quan Knight,2,JR,G,6-3,180,"Pensacola, FL",Pensacola HS, 3.8 Pts,2.7 Reb,0.9 Ast
12,Boe Nguidjol,10,FR,F,6-8,220,"Los Angeles, CA",Middlebrooks Academy, 1.1 Pts,1.9 Reb,0.1 Ast
13,Darrell Riley,15,JR,G,5-8,160,"Milwaukee, WI",North Division High School, 1.7 Pts,0.7 Reb,0.9 Ast
14,Jordan Gorman,35,SO,G,5-9,155,"Fort Wayne, IN",, 0.3 Pts,0.1 Reb,0.0 Ast
15,Musial Gjysma,55,SR,F,6-6,241,"Sterlings Heights, MI",, 0.0 Pts,0.0 Reb,0.0 Ast
16,Juan Parrilla Jr,5,JR,G,6-2,180,"Waterbury, CT",Crosby HS, 0.0 Pts,0.0 Reb,0.0 Ast
