,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jalen Jordan,14,SO,G,6-3,160,"Conyers, GA",Rockdale County High School, 15.1 Pts,3.6 Reb,1.4 Ast
1,Glenn Sanabria,10,SR,G,5-11,180,"Staten Island, NY",St. Peter's HS, 12.5 Pts,3.2 Reb,2.5 Ast
2,Chauncey Hawkins,4,SO,G,5-8,155,"Spring Valley, NY",St. Joseph Regional High School, 11.3 Pts,2.2 Reb,1.9 Ast
3,Rosel Hurley,2,JR,G,6-5,191,"Shaker Heights, OH",IMG Academy, 8.8 Pts,4.2 Reb,1.3 Ast
4,Deniz Celen,33,JR,F,6-8,234,"Ankara, Turkey",Anadolu Lisesi, 7.5 Pts,5.5 Reb,1.5 Ast
5,Yaradyah Evans,5,SO,F,6-6,190,"Brooklyn, NY",South Shore High School, 4.2 Pts,5.2 Reb,0.8 Ast
6,Keon Williams,13,SR,F,6-4,185,"Atlanta, GA",John Hardin HS, 4.3 Pts,2.9 Reb,0.7 Ast
7,Stevan Krtinic,1,FR,G,6-5,191,"Novi Sad, Serbia",Carnegie Schools Rivers HSide, 3.3 Pts,1.7 Reb,0.9 Ast
8,Cori Johnson,20,JR,C,6-9,270,"Brooklyn, NY",South Shore High School, 2.7 Pts,1.8 Reb,0.5 Ast
9,Christian Rohlehr,41,JR,C,6-9,228,"Toronto, Canada",, 3.0 Pts,3.1 Reb,0.1 Ast
10,Jordan Williams,45,SO,G,6-4,185,"Brooklyn, NY",St. Edmund Prep, 1.3 Pts,1.9 Reb,0.4 Ast
11,Bryant Beckford,40,SO,F,6-5,190,"Bronx, NY",DePaul Catholic High School, 0.8 Pts,0.5 Reb,0.0 Ast
12,Milija Cosic,21,JR,F,6-6,210,"Belgrade, Serbia",Cannon School, 0.0 Pts,0.0 Reb,0.0 Ast
13,Larry Moreno,0,FR,G,5-11,148,"Brooklyn, NY",Brooklyn HS Law & Tech,,,
14,Joshua Nurse,11,SR,F,6-10,210,"Laurelton, NY",Queens HS of Teaching,,,
