,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Robert Franks,3,SR,F,6-9,225,"Vancouver, WA",Evergreen HS, 21.6 Pts,7.2 Reb,2.6 Ast
1,CJ Elleby,2,FR,F,6-6,185,"Seattle, WA",Cleveland HS, 14.7 Pts,7.1 Reb,3.0 Ast
2,Marvin Cannon,5,SO,F,6-5,170,"Richmond, VA",, 7.9 Pts,3.4 Reb,0.6 Ast
3,Ahmed Ali,23,JR,G,5-11,165,"Toronto, Canada",, 7.3 Pts,1.8 Reb,2.9 Ast
4,Carter Skaggs,35,JR,G,6-5,215,"Logansport, IN",Bridgton Academy, 6.0 Pts,1.7 Reb,0.7 Ast
5,Viont'e Daniels,24,SR,G,6-2,175,"Federal Way, WA",Federal Way, 6.2 Pts,1.8 Reb,2.7 Ast
6,Jervae Robinson,1,JR,G,6-2,185,"Aurora, CO",, 4.6 Pts,1.4 Reb,1.9 Ast
7,Jeff Pollard,13,JR,F,6-9,240,"Bountiful, UT",Impact Basketball Academy, 4.8 Pts,2.6 Reb,0.6 Ast
8,Isaiah Wade,0,JR,F,6-7,215,"Minneapolis, MN",, 4.7 Pts,3.5 Reb,0.6 Ast
9,Aljaz Kunc,4,FR,F,6-8,198,"Ljubljana, Slovenia",Impact Academy-Fla, 2.6 Pts,1.8 Reb,0.4 Ast
10,Arinze Chidom,25,SO,F,6-9,200,"Oakland, CA",Sunrise Christian Academy, 3.3 Pts,3.4 Reb,0.8 Ast
11,Davante Cooper,32,SR,F,6-11,233,"Atlanta, GA",West Oak Academy, 1.1 Pts,1.0 Reb,0.2 Ast
12,James Streeter,15,JR,C,6-10,270,"Coon Rapids, MN",,,,
