,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Gary Blackston,3,SR,G,6-2,185,"Baltimore, MD",Patterson High School, 15.2 Pts,7.0 Reb,1.8 Ast
1,Devonte Patterson,23,JR,F,6-7,205,"Bridgeport, TX",, 13.0 Pts,4.7 Reb,1.1 Ast
2,Gerard Andrus,15,JR,G,6-5,192,"Lafayette, LA",, 10.0 Pts,5.7 Reb,1.1 Ast
3,Darius Williams,2,JR,G,6-0,176,"Augusta, GA",, 8.9 Pts,2.3 Reb,0.6 Ast
4,Dennis Jones,11,SR,G,6-1,170,"Fort Worth, TX",Dunbar High School, 8.6 Pts,2.0 Reb,4.4 Ast
5,Taishaun Johnson,1,SR,G,6-0,176,"Indianapolis, IN",Quakerdale Prep/Pike, 7.2 Pts,2.2 Reb,2.4 Ast
6,Chancellor Ellis,0,JR,G,6-4,196,"Queens, NY",St. Andrew's High School, 5.1 Pts,0.9 Reb,0.3 Ast
7,Antione Lister,4,JR,G,6-3,165,"Brenham, TX",, 4.8 Pts,1.3 Reb,0.3 Ast
8,Iwin Ellis,13,SR,F,6-7,205,"Fort Worth, TX",Polytechnic High School, 3.2 Pts,3.2 Reb,0.2 Ast
9,Leon Sneed,14,JR,G,6-2,175,"DeSoto, TX",, 1.2 Pts,0.6 Reb,1.1 Ast
10,Tyler Singleton,10,SO,G,6-2,185,"Dallas, TX",Triple A Academy, 0.8 Pts,0.6 Reb,0.2 Ast
11,Faite Wiliams,21,FR,G,6-2,175,"Dickinson, TX",, 0.4 Pts,0.3 Reb,0.1 Ast
12,Elijah Holifield,12,JR,G,6-3,180,"Atlanta, GA",Pace Academy, 0.4 Pts,0.5 Reb,0.3 Ast
13,Tristen Williams,22,SO,F,6-3,235,"Desoto, TX",, 0.2 Pts,0.2 Reb,0.0 Ast
14,Kevonte Corley,5,JR,F,6-6,175,"Nashville, TN",, 0.0 Pts,0.2 Reb,0.0 Ast
15,Jartavius Dobbs,22,JR,F,6-9,211,"Columbus, MS",Columbus High School,,,
16,Juan Hood,30,SO,G,5-9,180,"Magnolia, TX",Magnolia West High School,,,
