,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Shannon Bogues,5,SR,G,6-3,193,"Killeen, TX",Ellison High School, 17.9 Pts,3.0 Reb,3.6 Ast
1,Kevon Harris,1,JR,G,6-6,219,"Ellenwood, GA",DME Academy, 17.8 Pts,6.5 Reb,2.0 Ast
2,Davonte Fitzgerald,4,SR,F,6-8,225,"Atlanta, GA",Tucker, 11.3 Pts,5.2 Reb,0.6 Ast
3,Nathan Bain,23,JR,F,6-6,196,"Freeport, Bahamas",Sunrise Christian Academy (KS), 5.8 Pts,4.0 Reb,1.4 Ast
4,Mitchell Seraille,3,FR,F,6-8,215,"Houston, TX",Jack Yates HS, 4.1 Pts,4.3 Reb,0.6 Ast
5,John Comeaux,10,JR,G,5-11,182,"Beaumont, TX",Ozen High School, 5.4 Pts,2.3 Reb,1.4 Ast
6,Karl Nicholas,5,SO,F,6-8,211,"Pearland, TX",Glenda Dawson High School, 7.8 Pts,4.2 Reb,0.8 Ast
7,Oddyst Walker,11,FR,G,6-2,178,"Baton Rouge, LA",The Dunham School, 1.6 Pts,0.9 Reb,0.6 Ast
8,Samuli Nieminen,24,JR,F,6-8,217,"Helsinki, Finland",Helsinkin Basketball Academy, 2.3 Pts,2.1 Reb,0.5 Ast
9,Jock Hughes,2,FR,G,6-3,172,"Houston, TX",Jack Yates HS, 2.3 Pts,1.1 Reb,0.4 Ast
10,Jovan Grujic,32,SR,C,7-0,242,"Pancevo, Serbia",Kent School, 1.3 Pts,1.0 Reb,0.2 Ast
11,Rance Cole,15,JR,G,5-11,187,"Coldspring, TX",Coldspring-Oakhurst HS, 1.8 Pts,0.2 Reb,0.4 Ast
12,Aaron Augustin,0,JR,G,5-11,183,"Suwanee, GA",Peachtree Ridge High School, 3.0 Pts,4.0 Reb,4.6 Ast
13,Edward Ruiz,33,FR,G,5-10,160,,, 0.0 Pts,0.0 Reb,0.0 Ast
14,Aaron Walton,20,JR,G,6-2,190,"Dallas, TX",, 0.0 Pts,0.2 Reb,0.5 Ast
15,TJ Holyfield,22,SR,F,6-8,227,"Albuquerque, NM",Elev8 Sports Institute (FL),,,
