,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Sean Hoehn,22,SR,G,6-2,195,"Morristown, NJ",St. Thomas More, 17.9 Pts,3.3 Reb,2.6 Ast
1,E.J. Anosike,24,SO,F,6-8,245,"East Orange, NJ",Paramus Catholic High School, 14.2 Pts,8.1 Reb,0.9 Ast
2,Koreem Ozier,2,FR,G,6-1,175,"Racine, WI",, 14.0 Pts,4.7 Reb,1.5 Ast
3,Jarel Spellman,25,JR,F,6-10,205,"Glen Allen, VA",, 8.4 Pts,7.3 Reb,0.3 Ast
4,Aaron Clarke,0,FR,G,6-0,185,"Parsippany, NJ",, 8.3 Pts,1.6 Reb,1.8 Ast
5,Kinnon LaRose,30,JR,G,6-3,185,"Ogdensburg, NY",Ogdensburg Free Academy, 8.1 Pts,4.4 Reb,0.7 Ast
6,Cameron Parker,11,FR,G,6-2,170,"Beaverton, OR",Tilton School, 6.1 Pts,3.7 Reb,6.9 Ast
7,Zach Radz,12,JR,G,6-2,185,"Watervliet, NY",St. Thomas More Prep, 5.1 Pts,2.0 Reb,0.7 Ast
8,Zach Pfaffenberger,5,FR,F,6-7,215,"Midlothian, VA",Episcopal School, 2.2 Pts,1.5 Reb,0.0 Ast
9,Alex Watson,4,SO,G,6-3,170,"Marietta, GA",Alan C. Pope High School, 1.3 Pts,0.8 Reb,0.0 Ast
10,Myles Cephas,3,FR,F,6-7,215,"Chicago, IL",, 0.8 Pts,0.5 Reb,0.0 Ast
11,Anthony Boateng,1,SO,G,5-9,150,"Bronx, NY",Commonwealth Academy, 0.0 Pts,0.0 Reb,0.0 Ast
12,Chaylyn Martin,13,FR,G,6-0,160,"Hartford, CT",Woodstock Academy, 0.0 Pts,0.0 Reb,0.0 Ast
13,Gabe Vonleh II,21,FR,F,6-5,200,"Sharon, MA",Loyola School, 0.0 Pts,0.0 Reb,0.0 Ast
