,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Keenan Evans,12,SR,G,6-3,175,"Richardson, TX",Berkner HS, 17.5 Pts,3.0 Reb,3.1 Ast
1,Jarrett Culver,23,FR,G,6-5,190,"Lubbock, TX",, 11.7 Pts,4.7 Reb,1.7 Ast
2,Zhaire Smith,2,FR,G,6-5,195,"Garland, TX",, 11.1 Pts,4.6 Reb,1.6 Ast
3,Niem Stevenson,10,SR,G,6-5,205,"Dallas, TX",Carrollton Ranchview High School, 7.5 Pts,3.1 Reb,1.8 Ast
4,Tommy Hamilton,0,SR,F,6-11,255,"Chicago, IL",IMG Academy (FL), 5.8 Pts,3.2 Reb,0.8 Ast
5,Brandone Francis,1,JR,G,6-5,205,Dominican Republic,Arlington Country Day, 5.3 Pts,2.0 Reb,0.7 Ast
6,Justin Gray,5,SR,G,6-5,185,"Tampa, FL",Berkeley Prep, 5.0 Pts,3.4 Reb,1.1 Ast
7,Norense Odiase,32,JR,C,6-9,265,"Fort Worth, TX",North Crowley, 4.1 Pts,4.7 Reb,0.7 Ast
8,Zach Smith,11,SR,F,6-8,210,"Plano, TX",Plano East, 6.0 Pts,3.8 Reb,1.1 Ast
9,Davide Moretti,25,FR,G,6-3,165,Italy,, 3.3 Pts,0.8 Reb,1.0 Ast
10,Malik Ondigo,21,FR,F,6-10,210,"El Mirage, AZ",, 1.2 Pts,0.9 Reb,0.0 Ast
11,Josh Webster,3,JR,G,6-4,175,"St. Louis, MO",, 0.3 Pts,0.7 Reb,0.7 Ast
12,Parker Hicks,35,FR,G,6-5,200,"Decatur, TX",, 0.8 Pts,0.1 Reb,0.1 Ast
13,Andrew Sorrells,30,SO,G,6-3,170,"North Richland Hills, TX",Birdville HS, 0.5 Pts,0.4 Reb,0.4 Ast
14,Avery Benson,24,,G,6-3,185,,,,,
15,Hyron Edwards,4,,G,6-0,170,,,,,
16,Alex Vilarino,13,,G,6-0,180,,,,,
