,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Shamorie Ponds,2,JR,G,6-1,175,"Brooklyn, NY",Thomas Jefferson High School, 19.5 Pts,4.2 Reb,5.2 Ast
1,LJ Figueroa,30,SO,G,6-6,195,"Lawrence, MA",, 14.3 Pts,6.2 Reb,1.7 Ast
2,Mustapha Heron,14,JR,G,6-5,220,"Waterbury, CT",Sacred Heart High School, 14.9 Pts,4.7 Reb,1.3 Ast
3,Marvin Clark,13,SR,F,6-7,230,"Kansas City, MO",Sunrise Christian Academy, 10.8 Pts,5.4 Reb,1.3 Ast
4,Justin Simon,5,JR,G,6-5,215,"Temecula, CA",Temecula Valley (CA) / Brewster Academy (NH), 10.4 Pts,5.0 Reb,3.2 Ast
5,Mikey Dixon,3,SO,G,6-1,170,"New Castle, DE",Sanford School, 5.9 Pts,1.3 Reb,1.1 Ast
6,"Bryan Trimble, Jr.",12,SO,G,6-3,220,"Kansas City, MO",Sunrise Christian Academy, 2.3 Pts,1.3 Reb,0.4 Ast
7,Greg Williams Jr.,4,FR,G,6-2,190,"Lafayette, LA",Lafayette Christian Academy, 2.0 Pts,1.0 Reb,0.4 Ast
8,Sedee Keita,0,SO,F,6-9,240,"Philadelphia, PA",22ft Basketball Academy, 2.1 Pts,1.8 Reb,0.5 Ast
9,Marcellus Earlington,10,FR,F,6-6,225,"Stony Point, NY",Don Bosco Prep, 2.1 Pts,1.5 Reb,0.0 Ast
10,Josh Roberts,1,FR,F,6-9,210,"Troy, AL",Montverde Academy, 1.2 Pts,1.5 Reb,0.1 Ast
11,Justin Cole,23,JR,G,6-2,190,"Rockville Centre, NY",Archbishop Molloy High School, 1.0 Pts,0.0 Reb,0.2 Ast
12,Jay Camus,32,SR,G,5-10,170,"Queens, NY",Archbishop Molloy High School, 0.0 Pts,0.0 Reb,0.0 Ast
13,Brandon Lawrence,24,JR,G,6-2,175,"Union City, CA",Moreau CAtholic High School, 0.0 Pts,0.0 Reb,0.0 Ast
14,David Caraher,11,SO,G,6-6,220,"Chapel Hill, NC",Wesleyan Christian Academy,,,
15,Eli Wright,40,JR,G,6-5,190,"Owensboro, KY",Apollo High School,,,
