,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Reginald Gee,12,JR,G,6-3,175,"Houston, TX",Edgewood Academy, 13.0 Pts,4.2 Reb,1.1 Ast
1,Jacoby Ross,10,SO,G,5-9,165,"New Orleans, LA",St. Augustine High School, 12.5 Pts,2.7 Reb,2.3 Ast
2,Leon Freeman-Daniels,4,JR,G,6-4,175,"Atlantic City, NJ",, 9.5 Pts,3.8 Reb,0.9 Ast
3,Tobi Ewuosho,5,JR,G,6-5,175,"Chicago, IL",Lincoln Park High School, 7.7 Pts,4.6 Reb,0.7 Ast
4,AJ Farrar,13,JR,G,6-5,220,"Duluth, GA",, 8.6 Pts,5.0 Reb,0.3 Ast
5,Fausto Pichardo,15,SR,F,6-8,215,"New York, NY",New Heights Academy Charter, 5.7 Pts,3.7 Reb,0.5 Ast
6,Branden Johnson,24,SO,C,6-8,205,"Garfield, OH",Garfield Heights High School, 4.3 Pts,3.7 Reb,0.1 Ast
7,Kevin Holston,2,SO,G,6-1,180,"Washington, DC",, 3.3 Pts,2.4 Reb,2.5 Ast
8,Ed Jones,14,SR,F,6-8,205,"Atlanta, GA",Creekside HS, 3.0 Pts,0.8 Reb,0.1 Ast
9,Gene Davis,3,SR,G,6-1,180,"Birmingham, AL",Minor High School, 3.1 Pts,1.7 Reb,2.0 Ast
10,Austin Rogers,11,SO,G,6-4,180,"Montgomery, AL",Brewbaker Technology Magnet High School, 1.7 Pts,1.3 Reb,0.6 Ast
11,Azariah Seay,00,FR,G,6-4,175,"Prattville, AL",Robert E. Lee HS, 1.8 Pts,0.9 Reb,0.4 Ast
12,Therrell Gosier II,1,JR,F,6-7,225,"Pompano Beach, FL",, 2.6 Pts,2.1 Reb,0.3 Ast
13,John Sellars,20,FR,G,6-3,165,"Fort Lauderdale, FL",Georgia Prep Sports Academy, 0.0 Pts,0.0 Reb,0.0 Ast
