,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Nike Sibande,1,SO,G,6-4,185,"Indianapolis, IN",Crispus Attucks High School, 16.1 Pts,5.1 Reb,1.2 Ast
1,Dalonte Brown,13,SO,F,6-7,201,"Toledo, OH",Bowsher High School, 11.5 Pts,5.0 Reb,0.5 Ast
2,Bam Bowman,14,JR,F,6-8,267,"Bowling Green, KY",Warren Central High School, 9.7 Pts,5.4 Reb,0.6 Ast
3,Jalen Adaway,3,SO,G,6-5,201,"Logansport, IN",Logansport High School, 7.5 Pts,5.0 Reb,0.7 Ast
4,Darrian Ringo,12,SR,G,6-2,173,"Brownsburg, IN",Brownsburg High School, 7.1 Pts,2.9 Reb,4.7 Ast
5,Mekhi Lairy,2,FR,G,5-8,140,"Evansville, IN",, 6.3 Pts,1.6 Reb,1.3 Ast
6,Abdoulaye Harouna,30,SR,G,6-5,180,"Niamey, Niger",South Kent School, 5.0 Pts,2.0 Reb,0.8 Ast
7,Milos Jovic,15,SO,G,6-4,195,"Leskovac, Serbia",Get Better Academy, 2.7 Pts,1.1 Reb,0.3 Ast
8,Elijah McNamara,22,FR,F,6-9,200,"Pickerington, OH",Pickerington North HS, 1.8 Pts,1.1 Reb,0.3 Ast
9,Precious Ayah,5,SO,F,6-6,225,"Bayelsa State, Nigeria",Greenforest Christian High School, 1.8 Pts,2.4 Reb,0.1 Ast
10,Aleks Abrams,21,SR,F,6-8,250,"Newbury Park, CA",Oaks Christian HS, 1.4 Pts,3.3 Reb,0.2 Ast
11,Isaiah Coleman-Lands,4,SO,G,6-0,161,"Indianapolis, IN",La Lumiere School, 5.7 Pts,1.0 Reb,0.8 Ast
12,Michael Ritchie,24,SO,F,6-5,194,"Mount Prospect, IL",Prospect High School, 1.0 Pts,0.9 Reb,0.0 Ast
13,Benjamin Litteken,20,SO,G,6-0,185,"St. Louis, MO",Clayton HS, 0.4 Pts,0.1 Reb,0.1 Ast
14,Myja White,11,FR,G,6-1,184,"Terre Haute, IN",Brebeuf Jesuit HS,,,
