,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jeremiah Martin,3,SR,G,6-3,185,"Memphis, TN",Mitchell HS, 19.6 Pts,4.2 Reb,4.4 Ast
1,Kyvon Davenport,0,SR,F,6-8,215,"Gainesville, GA",East Hall High School, 13.2 Pts,7.1 Reb,1.1 Ast
2,Tyler Harris,1,FR,G,5-9,150,"Memphis, TN",Cordova HS, 10.6 Pts,1.8 Reb,1.9 Ast
3,Kareem Brewton Jr.,5,SR,G,6-2,195,"Claxton, GA",Shiloh High School, 8.5 Pts,3.3 Reb,2.3 Ast
4,Raynere Thornton,4,SR,G,6-6,230,"Marietta, GA",Marietta High School, 7.2 Pts,6.3 Reb,1.0 Ast
5,Isaiah Maurice,14,JR,F,6-10,224,"Durham, NC",Bull City Prep Academy, 5.8 Pts,3.2 Reb,0.4 Ast
6,Mike Parks Jr.,10,SR,F,6-8,250,"Cleveland, OH",Richmond Heights High School, 5.8 Pts,3.2 Reb,0.2 Ast
7,Alex Lomax,2,FR,G,5-10,190,"Memphis, TN",East HS, 4.9 Pts,2.9 Reb,2.6 Ast
8,Antwann Jones,11,FR,G,6-6,205,"Orlando, FL",Oak Ridge HS, 4.8 Pts,2.8 Reb,1.8 Ast
9,Evin Olds,30,SO,G,5-11,175,"Memphis, TN",Harding Academy, 1.3 Pts,0.3 Reb,0.0 Ast
10,Victor Enoh,12,SO,F,6-7,250,"Decatur, GA",Greenforest Christian High School, 0.7 Pts,1.0 Reb,0.0 Ast
11,David Wingett,50,FR,G,6-7,200,"Winnebago, NE",Bull City Prep, 0.5 Pts,0.3 Reb,0.0 Ast
12,Ryan Boyce,32,FR,G,6-6,185,"Memphis, TN",East HS,,,
13,Jayden Hardaway,25,FR,G,6-5,195,"Memphis, TN",IMG Academy,,,
14,Karim Sameh Azab,23,JR,F,6-10,270,"Giza, Egypt",Hales Franciscan,,,
15,Lance Thomas,15,SO,F,6-8,224,"Norcross, GA",Norcross High School,,,
