,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jaylen Nowell,5,SO,G,6-4,200,"Seattle, WA",Garfield High School, 16.2 Pts,5.3 Reb,3.1 Ast
1,David Crisp,1,SR,G,6-0,195,"Tacoma, WA",Brewster Academy, 12.5 Pts,2.2 Reb,2.8 Ast
2,Noah Dickerson,15,SR,F,6-8,245,"Atlanta, GA",Montverde Academy (FL), 12.2 Pts,7.4 Reb,0.9 Ast
3,Matisse Thybulle,4,SR,G,6-5,195,"Issaquah, WA",Eastside Catholic HS, 9.3 Pts,3.1 Reb,2.1 Ast
4,Nahziah Carter,11,SO,F,6-6,205,"Rochester, NY",Bishop Kearney High School, 7.9 Pts,2.5 Reb,0.8 Ast
5,Dominic Green,22,SR,F,6-6,190,"Renton, WA",Hazen HS, 6.3 Pts,2.8 Reb,0.7 Ast
6,Hameir Wright,13,SO,F,6-9,215,"Albany, NY",The Albany Academy, 2.8 Pts,2.3 Reb,0.9 Ast
7,Sam Timmins,33,JR,F,6-11,265,"Dunedin, New Zealand",Midleton Grange School, 2.0 Pts,2.2 Reb,0.3 Ast
8,Jamal Bey,0,FR,G,6-6,200,"Las Vegas, NV",Bishop Gorman HS, 0.8 Pts,0.6 Reb,0.3 Ast
9,Elijah Hardy,10,FR,G,6-2,170,"Oakland, CA",Bishop O'Dowd HS, 1.1 Pts,0.0 Reb,0.0 Ast
10,Jason Crandall,12,JR,G,6-0,180,"Issaquah, WA",Issaquah High School, 0.4 Pts,0.6 Reb,0.0 Ast
11,Reagan Lundeen,34,FR,F,6-6,225,"Santa Ana, CA",Mater Dei HS, 0.5 Pts,0.0 Reb,0.0 Ast
12,Bryan Penn-Johnson,14,FR,C,7-0,245,"Long Beach, CA",Wasatch Academy, 0.2 Pts,0.8 Reb,0.0 Ast
13,Quin Barnard,20,JR,G,6-0,175,"Bellevue, WA",O'Dea High School, 0.0 Pts,0.0 Reb,0.0 Ast
14,Travis Rice,30,JR,G,6-2,185,"Las Vegas, NV",Bishop Gorman High School, 0.0 Pts,0.2 Reb,0.0 Ast
15,Jonah Geron,23,,G,6-5,175,"San Joaquin, CA",San Juaquin HS,,,
16,Noah Neubauer,21,,G,6-2,175,"Seattle, WA",Garfield HS,,,
17,Nate Roberts,24,FR,F,6-10,235,"Washington, DC",Brewster Academy,,,
18,Riley Sorn,52,FR,C,7-4,245,"Richland, WA",Richland HS,,,
