,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,C.J. Massinburg,5,SR,G,6-3,194,"Dallas, TX",South Oak Cliff High School, 18.3 Pts,6.6 Reb,3.0 Ast
1,Nick Perkins,33,SR,F,6-8,250,"Ypsilanti, MI",Milan HS, 14.4 Pts,7.3 Reb,0.7 Ast
2,Jeremy Harris,2,SR,G,6-7,185,"Greensboro, NC",Fishburne Miltary Academy, 14.0 Pts,6.1 Reb,2.9 Ast
3,Jayvon Graves,3,SO,G,6-3,193,"Malvern, OH",St. Vincent St. Mary High School, 9.9 Pts,4.2 Reb,1.9 Ast
4,Dontay Caruthers,22,SR,G,6-1,191,"Rochester, NY",East High School, 8.7 Pts,3.3 Reb,2.9 Ast
5,Davonta Jordan,4,JR,G,6-2,187,"Cocoa, FL",Florida Air Academy, 7.3 Pts,3.3 Reb,3.6 Ast
6,Montell McRae,1,SR,F,6-10,198,"Cleveland, OH",Cleveland Central Catholic High School, 5.8 Pts,3.5 Reb,0.5 Ast
7,Jeenathan Williams,11,FR,F,6-5,203,"Rochester, NY",Prolific Prep, 3.3 Pts,1.7 Reb,0.2 Ast
8,Ronaldo Segu,10,FR,G,6-0,160,"Orlando, FL",Orlando Christian Prep, 2.2 Pts,0.9 Reb,1.0 Ast
9,Tra'Von Fagan,24,SO,F,6-8,200,"Waterloo, IA",, 1.3 Pts,1.3 Reb,0.2 Ast
10,Brock Bertram,41,SO,C,6-11,249,"Apple Valley, MN",Apple Valley High School, 1.3 Pts,0.7 Reb,0.1 Ast
11,Dominic Johnson,21,SO,F,6-5,230,"Windsor, Canada",Catholic Central High School, 0.0 Pts,1.3 Reb,0.0 Ast
12,Jamon Bivens,23,SO,G,6-3,190,"Atlanta, GA",,,,
13,Giambattista Davis,,SR,G,6-3,203,"Buffalo, NY",,,,
14,Gabe Grant,,SR,F,6-6,220,"Chicago, IL",Mount Carmel High School,,,
15,Antwain Johnson,,SR,G,6-2,197,"Greenwood, FL",Malone High School,,,
16,Patrick Moore,,JR,G,6-3,210,"Fredonia, NY",,,,
17,Colby Moultrie,20,SO,G,6-3,190,"North Tonawanda, NY",Canisius High School,,,
