,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Brian Beard Jr.,4,SR,G,5-10,180,"Rancho Cucamonga, CA",Rancho Cucamonga High School, 17.3 Pts,3.3 Reb,6.0 Ast
1,Devon Andrews,10,JR,F,6-6,190,"Lorain, OH",, 14.9 Pts,5.1 Reb,1.4 Ast
2,Trejon Jacob,3,JR,G,6-5,175,"Raleigh, NC",Millbrook High School, 10.5 Pts,3.7 Reb,0.6 Ast
3,Willy Nunez Jr.,20,SR,G,6-6,185,"Orlando, FL",Oak Ridge High School, 9.6 Pts,2.3 Reb,0.8 Ast
4,Antonio Daye Jr,5,FR,G,6-1,188,"Durham, NC",Fort Lauderdale HS, 8.7 Pts,3.0 Reb,2.6 Ast
5,Osasumwen Osaghae,34,JR,F,6-7,250,"Miami, FL",Robert Morgan Educational Center, 8.4 Pts,8.5 Reb,0.3 Ast
6,Isaiah Banks,1,SO,G,6-5,180,"Conyers, GA",Heritage High School, 6.0 Pts,1.8 Reb,1.0 Ast
7,Marcus Burwell,11,JR,G,6-2,160,"Richmond, VA",Bishop Sullivan, 6.3 Pts,2.2 Reb,2.5 Ast
8,Michael Douglas,31,SR,F,6-5,190,"Sachse, TX",Sachse HS, 2.4 Pts,1.7 Reb,0.4 Ast
9,Elhadji Dieng,22,SR,C,6-11,245,"Mbour, Senegal",Canarias Basketball Academy, 1.8 Pts,2.3 Reb,0.1 Ast
10,Cordell Veira,2,SO,G,6-4,190,"Etobioke, Canada",John Polanyi Collegiate Institute, 1.4 Pts,1.0 Reb,0.5 Ast
11,James Ametepe,15,FR,F,6-5,210,"Accra, Ghana",Westwood Christian HS, 2.0 Pts,0.9 Reb,0.1 Ast
12,Phillip Smith,0,FR,F,6-4,183,"Potomac, MD",The Bullis School, 2.3 Pts,0.7 Reb,0.1 Ast
13,Cameron Corcoran,55,SO,G,6-1,170,"Orlando, FL",Orlando Christian Prep High School,,,
