,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jordan Reed,11,SR,G,6-0,190,"Lucas, TX",Lovejoy, 10.4 Pts,3.0 Reb,1.4 Ast
1,Josh Hopkins,15,SO,G,6-5,185,"Greensboro, NC",James B. Dudley High School, 9.1 Pts,2.6 Reb,1.3 Ast
2,Nick Guadarrama,3,FR,F,6-5,220,"Newington, CT",Perkiomen School, 7.8 Pts,5.4 Reb,1.5 Ast
3,David Watkins,22,SR,F,6-8,225,"Dorchester, MA",Dorchester Academy, 6.3 Pts,4.2 Reb,0.8 Ast
4,Jayden Martinez,24,FR,F,6-7,195,"Cibolo, TX",Steele HS, 7.9 Pts,5.1 Reb,0.8 Ast
5,Marque Maultsby,1,FR,G,6-3,165,"Raleigh, NC",Garner HS, 5.9 Pts,2.9 Reb,1.7 Ast
6,Elijah Jordan,13,SO,G,6-1,185,"Orlando, FL",The First Academy, 5.9 Pts,2.0 Reb,2.2 Ast
7,Mark Carbone,5,JR,G,6-2,180,"Wethersfield, CT",East Catholic High School, 5.2 Pts,2.1 Reb,1.0 Ast
8,Chris Lester,23,JR,F,6-6,225,"Barrington, IL",Standard of Excellence Academy, 5.1 Pts,4.3 Reb,1.2 Ast
9,David Hall,2,JR,F,6-6,205,"Bucyrus, OH",, 1.5 Pts,1.5 Reb,0.3 Ast
10,Kijana Love,0,JR,G,6-1,170,"Cibolo, TX",Steele High School, 1.9 Pts,0.6 Reb,0.3 Ast
11,Luke Rosinski,44,JR,F,6-8,235,"Derry, NH",Kimball Union Academy, 1.4 Pts,2.5 Reb,0.3 Ast
12,John Ogwuche,10,JR,G,6-1,190,"Makurdi, Nigeria",Greenforest Christian High School, 1.2 Pts,2.0 Reb,0.0 Ast
13,Nate Hobbs,14,FR,F,6-3,183,"Peabody, MA",St. John's Prep, 2.5 Pts,1.5 Reb,0.5 Ast
14,Evan Horn,14,SO,G,6-0,201,"Lebanaon, PA",Cedar Crest High School,,,
