,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Robert Gray Jr.,32,SR,G,6-2,190,"Forest City, NC",West Oaks Academy (FL), 18.5 Pts,3.3 Reb,4.5 Ast
1,Corey Davis Jr.,5,JR,G,6-1,190,"Lafayette, LA",, 13.5 Pts,3.1 Reb,2.5 Ast
2,Devin Davis,15,SR,F,6-7,221,"Indianapolis, IN",Warren Central, 10.8 Pts,6.1 Reb,1.3 Ast
3,Armoni Brooks,3,SO,G,6-4,180,"Round Rock, TX",McNeill High School, 9.8 Pts,3.6 Reb,0.5 Ast
4,Fabian White Jr.,35,FR,F,6-7,210,"Atascocita, TX",, 5.6 Pts,3.9 Reb,0.8 Ast
5,Wes VanBeck,12,SR,G,6-2,180,"Houston, TX",Westside HS, 6.2 Pts,2.8 Reb,1.1 Ast
6,Galen Robinson Jr.,25,JR,G,6-0,170,"Houston, TX",Westbury HS, 4.7 Pts,2.3 Reb,3.8 Ast
7,Breaon Brady,24,JR,F,6-8,250,"Akron, OH",, 4.4 Pts,4.3 Reb,0.2 Ast
8,Nura Zanna,13,SR,F,6-7,240,Nigeria,Coral Springs Christian, 2.8 Pts,4.0 Reb,0.2 Ast
9,Gabe Grant,20,JR,F,6-4,220,"Chicago, IL",, 2.3 Pts,1.1 Reb,0.2 Ast
10,Chris Harris,1,SO,C,6-10,200,"Houston, TX",Madison HS, 1.7 Pts,2.0 Reb,0.0 Ast
11,Valentine Sangoyomi,31,JR,C,6-9,250,Nigeria,, 0.6 Pts,1.2 Reb,0.2 Ast
12,Mike Adewunmi,2,FR,G,6-4,210,"Mansfield, TX",, 0.1 Pts,0.4 Reb,0.1 Ast
13,Cedrick Alley Jr,23,FR,F,6-5,235,"Houston, TX",, 0.0 Pts,0.5 Reb,0.5 Ast
14,Caleb Broodo,30,,C,6-7,210,,,,,
