,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Warren Williams,0,FR,F,6-9,240,"Kingston, Jamaica",St. Benedict's Prep, 9.2 Pts,3.9 Reb,0.5 Ast
1,Tyler Reynolds,14,JR,F,6-7,215,"Syracuse, NY",, 7.7 Pts,2.7 Reb,0.7 Ast
2,Samir Stewart,4,FR,G,6-0,180,"Fort Lauderdale, FL",American Heritage HS, 6.6 Pts,1.1 Reb,2.0 Ast
3,Tykei Greene,23,FR,G,6-4,205,"Queens, NY",, 5.7 Pts,3.3 Reb,0.5 Ast
4,Nehemiah Mack,10,SO,G,6-1,190,"Harrisburg, PA",Mount Zion Baptist Christian School, 5.6 Pts,1.7 Reb,2.7 Ast
5,Ebube Ebube,24,SO,F,6-7,220,"San Juan, Puerto Rico",Lawrenceville School, 5.6 Pts,4.7 Reb,0.8 Ast
6,Thomas Capuano,22,SR,G,6-0,180,"Hastings On Hudson, NY",Iona Prep, 4.6 Pts,1.9 Reb,1.5 Ast
7,Christian Hinckson,12,FR,G,6-7,210,"Queens, NY",Tilton School, 3.6 Pts,2.7 Reb,1.0 Ast
8,Elijah Buchanan,3,FR,G,6-5,190,"Bronx, NY",Woodstock Academy, 2.8 Pts,1.8 Reb,1.1 Ast
9,Pauly Paulicap,33,JR,F,6-8,220,"Elmont, NY",Elmont Memorial High School, 8.5 Pts,3.9 Reb,0.1 Ast
10,Samson Usilo,52,SR,G,6-4,215,"Lagos, Nigeria",Nazareth HS, 2.8 Pts,2.7 Reb,0.4 Ast
11,Ibrahima Diallo,30,SR,F,6-10,245,"Dakar, Senegal",Boyd Anderson HS, 1.7 Pts,1.1 Reb,0.1 Ast
12,Daniel Schreier,11,FR,F,6-9,220,"Santa Monica, CA",Vermont Academy, 0.8 Pts,0.6 Reb,0.2 Ast
13,Ethan Lasko,2,SO,G,6-2,175,"Hollywood, FL",Yeshiva High School, 0.2 Pts,0.4 Reb,0.1 Ast
14,Matt Maloney,21,SR,G,6-1,180,"Somers, NY",Somers (NY), 3.0 Pts,0.0 Reb,0.0 Ast
15,Jesse Boyce,5,JR,G,6-2,190,"Thornwood, NY",Westlake High School, 0.0 Pts,0.0 Reb,0.0 Ast
16,Kevin Salis,32,SO,F,6-6,210,"Cornwall, NY",Trinity Pawling HS, 0.0 Pts,0.5 Reb,0.0 Ast
17,Matthew Glassman,1,FR,G,6-0,175,"Bedford, NH",,,,
