,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jamari Blackmon,3,FR,G,6-0,170,"Hoover, AL",Hoover HS, 14.6 Pts,3.5 Reb,2.7 Ast
1,Kendarius Smith,11,SR,G,5-10,165,"Camden, MS",, 12.3 Pts,4.3 Reb,2.7 Ast
2,Kendall Stafford,24,SR,G,6-4,215,"Corinth, MS",, 10.6 Pts,6.7 Reb,1.9 Ast
3,Christian Agnew,2,FR,G,6-2,175,"Detroit, MI",Glenn HS, 11.3 Pts,3.1 Reb,1.1 Ast
4,Tavon King,1,SO,G,6-0,170,"Gates, TN",, 5.4 Pts,1.0 Reb,0.9 Ast
5,Emanuel Littles,21,FR,F,6-8,200,"Lanett, AL",Lanett HS, 4.5 Pts,8.0 Reb,0.6 Ast
6,Cameron Diggs,15,JR,F,6-9,225,"Mobile, AL",, 3.9 Pts,2.7 Reb,0.2 Ast
7,Cantavio Dutreil,5,FR,F,6-7,205,"Gonaives, Haiti",Trinity Catholic HS, 2.7 Pts,3.5 Reb,0.0 Ast
8,Aleksa Matic,10,FR,G,6-4,198,"Belgrade, Serbia",, 2.6 Pts,0.5 Reb,0.4 Ast
9,Logan Windeler,4,FR,F,6-9,195,"Manteno, IL",Victory Rock Prep School, 1.2 Pts,1.4 Reb,0.2 Ast
10,Payton Youngblood,14,JR,F,6-5,195,"Birmingham, AL",, 7.8 Pts,3.0 Reb,1.3 Ast
11,Andrew Morrissey,53,FR,F,6-9,235,"Winnebago, IL",Winnebago HS, 0.7 Pts,1.5 Reb,0.0 Ast
12,Sean Elmore,23,FR,G,6-2,175,"Birmingham, AL",Mountain Brook HS,,,
