,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Ryan Taylor,0,,G,6-5,187,"Gary, IN",St. John's Northwestern Military, 21.2 Pts,3.8 Reb,1.1 Ast
1,Blake Simmons,50,SR,G,6-5,210,"Newburgh, IN",Castle HS, 10.4 Pts,4.7 Reb,2.1 Ast
2,Dru Smith,12,SO,G,6-3,190,"Evansville, IN",Reitz High School, 13.7 Pts,3.5 Reb,4.6 Ast
3,K.J. Riley,33,SO,G,6-5,180,"Bronx, NY",, 6.8 Pts,3.4 Reb,2.7 Ast
4,Noah Frederking,30,FR,G,6-4,210,"Okawville, IL",, 5.4 Pts,1.8 Reb,1.1 Ast
5,Dainius Chatkevicius,14,JR,F,6-9,240,Lithuania,, 4.8 Pts,5.4 Reb,0.2 Ast
6,Duane Gibson,25,SR,G,6-3,195,"Cleveland, OH",Villa Angela-St. Joseph HS, 6.5 Pts,2.9 Reb,2.7 Ast
7,John Hall,35,FR,F,6-7,215,"Philadelphia, PA",, 2.8 Pts,2.7 Reb,0.5 Ast
8,Dalen Traore,15,SR,C,6-9,230,Ivory Coast,Northwood Temple Academy, 2.3 Pts,2.7 Reb,0.2 Ast
9,Evan Kuhlman,10,FR,F,6-8,220,"Liberty Township, OH",, 2.4 Pts,1.2 Reb,0.2 Ast
10,Marty Hill,1,JR,G,6-5,180,"Brooklyn Park, MN",, 3.7 Pts,2.6 Reb,0.9 Ast
11,Solomon Hainna,5,SR,F,6-6,195,"Inglewood, CA",Palisades Charter High School, 4.0 Pts,1.7 Reb,0.7 Ast
