,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Michael Steadman,1,JR,F,6-10,210,"Union City, CA",, 13.1 Pts,8.5 Reb,0.9 Ast
1,Noah Baumann,20,SO,G,6-5,180,"Phoenix, AZ",Desert Vista High School, 10.8 Pts,2.7 Reb,1.8 Ast
2,Brae Ivey,2,JR,G,6-2,185,"Huntington Beach, CA",, 9.2 Pts,2.3 Reb,3.3 Ast
3,Seneca Knight,23,FR,G,6-6,190,"Lafayette, LA",Northside HS, 6.1 Pts,2.5 Reb,1.2 Ast
4,Craig LeCesne,25,JR,F,6-9,225,"Malmo, Sweden",St. James School, 6.4 Pts,4.4 Reb,2.1 Ast
5,Zach Chappell,4,FR,G,6-3,175,"Sacramento, CA",Capital Christian HS, 5.3 Pts,1.8 Reb,2.2 Ast
6,Oumar Barry,13,SR,C,6-11,230,"Conakry, Guinea",Bishop O'Connell HS, 8.9 Pts,4.6 Reb,0.9 Ast
7,Christian Anigwe,11,FR,F,6-9,190,"Phoenix, AZ",Desert Vista HS, 4.0 Pts,3.3 Reb,0.2 Ast
8,Ashtin Chastain,41,JR,C,6-11,245,"Norco, CA",Norco HS, 3.0 Pts,3.0 Reb,0.5 Ast
9,Brian Rodriguez-Flores,34,JR,G,6-4,180,"Phoenix, AZ",, 2.5 Pts,1.1 Reb,0.5 Ast
10,Isaiah Nichols,10,JR,G,6-5,180,"Oxnard, CA",Avon Old farms High School, 2.1 Pts,1.7 Reb,0.9 Ast
11,Trey Smith,44,FR,G,6-3,175,"Cypress, CA",Saddleback Valley Christian HS, 1.0 Pts,0.5 Reb,0.5 Ast
12,Kaison Hammonds,21,FR,G,6-4,170,"Highlands Ranch, CO",ThunderRidge HS, 0.8 Pts,0.5 Reb,0.5 Ast
13,Sam Japhet-Mathias,14,JR,C,6-11,280,"London, United Kingdom",Vermont Academy, 0.0 Pts,0.0 Reb,0.0 Ast
14,Caleb Simmons,12,SO,G,6-6,195,"Vallejo, CA",Desert Vista High School,,,
