,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Reed Timmer,12,SR,G,6-1,185,"New Berlin, WI",Eisenhower HS, 19.1 Pts,3.5 Reb,2.3 Ast
1,Nick McGlynn,35,JR,F,6-8,223,"Stoughton, WI",Stoughton HS, 11.4 Pts,5.6 Reb,1.2 Ast
2,De'Antae McMurray,4,,G,6-2,170,"Alton, IL",Alton HIgh School, 10.2 Pts,4.1 Reb,2.6 Ast
3,Graham Woodward,3,SR,G,6-0,178,"Edina, MN",Edina, 9.2 Pts,1.9 Reb,1.5 Ast
4,Ore Arogundade,23,SR,G,6-3,185,"Chicago, IL",St. Viator HS, 6.9 Pts,3.2 Reb,1.4 Ast
5,C.J. Rivers,0,SR,G,6-2,186,"Cahokia, IL",Cahokia HS, 5.5 Pts,5.9 Reb,3.3 Ast
6,Casey Schlatter,22,JR,F,6-10,207,"Iowa Falls, IA",Alden HS, 4.2 Pts,3.3 Reb,1.1 Ast
7,Noah Thomas,14,FR,G,6-2,180,Australia,, 3.5 Pts,1.2 Reb,1.0 Ast
8,Jalen Gibbs,2,FR,G,6-3,180,"Waldorf, MD",, 3.4 Pts,1.5 Reb,0.4 Ast
9,Kory Kuenstling,32,JR,F,6-11,232,"Dunkerton, IA",Dunkerton HS, 1.0 Pts,0.9 Reb,0.2 Ast
10,Connor Gholson,25,,G,6-3,170,,, 0.0 Pts,1.0 Reb,0.0 Ast
11,Samm Jones,1,FR,G,5-11,180,"Minneapolis, MN",, 0.0 Pts,0.4 Reb,0.0 Ast
12,Antonio Pilipovic,11,FR,F,6-7,205,Germany,, 0.0 Pts,0.0 Reb,0.0 Ast
13,Colton Kolowski,20,,G,6-5,195,,,,,
