,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Braxton Huggins,4,SR,G,6-4,195,"Bakersfield, CA",Mira Monte HS, 18.5 Pts,4.3 Reb,1.7 Ast
1,Deshon Taylor,21,SR,G,6-2,185,"Riverside, CA",John W. North, 17.9 Pts,3.7 Reb,5.0 Ast
2,Nate Grimes,32,JR,F,6-8,225,"Las Vegas, NV",Quality Education Academy, 11.8 Pts,9.3 Reb,0.7 Ast
3,New Williams,0,JR,G,6-1,175,"Inglewood, CA",Santa Monica HS, 8.2 Pts,3.2 Reb,1.0 Ast
4,Noah Blackwell,55,JR,G,6-3,190,"Roseville, CA",Woodcreek HS, 8.5 Pts,2.6 Reb,3.6 Ast
5,Sam Bittner,20,SR,F,6-6,210,"Las Vegas, NV",Trinity International HS, 6.7 Pts,4.7 Reb,2.2 Ast
6,Aguir Agau,13,FR,G,6-7,190,"Omaha, NE",Cathedral HS, 3.3 Pts,2.1 Reb,0.4 Ast
7,Lazaro Rojas,35,SO,F,6-11,235,"Porto Seguro, Brazil",Score Academy, 2.7 Pts,2.1 Reb,0.2 Ast
8,Johnny McWilliams,3,JR,G,6-6,200,"San Marcos, CA",San Marcos High School, 3.3 Pts,0.8 Reb,0.5 Ast
9,Christian Gray,11,FR,F,6-6,240,"Moreno Valley, CA",John W. North HS, 1.7 Pts,2.8 Reb,0.2 Ast
10,Amrit Dhaliwal,10,FR,G,5-11,165,"Modesto, CA",Central Catholic HS,,,
11,Assane Diouf,34,FR,C,7-1,275,"Dakar, Senegal",DME Academy,,,
12,Myles Fitzgerald-Warren,12,SO,G,6-3,180,"Portland, OR",Madison High School,,,
13,Chris Seeley,1,SO,F,6-8,215,"Fresno, CA",Eleanor Roosevelt High School,,,
