,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Savion Flagg,1,SO,G,6-7,217,"Alvin, TX",Alvin High School, 13.9 Pts,7.7 Reb,2.3 Ast
1,Wendell Mitchell,11,JR,G,6-3,185,"Rockdale, TX",Rockdale HS, 13.0 Pts,4.2 Reb,2.3 Ast
2,TJ Starks,2,SO,G,6-2,196,"Dallas, TX",Lancaster High School, 12.3 Pts,2.2 Reb,3.5 Ast
3,Christian Mekowulu,21,SR,F,6-8,245,"Lagos, Nigeria",Covenant Christian HS, 8.3 Pts,6.4 Reb,0.5 Ast
4,Jay Jay Chandler,0,SO,G,6-4,180,"Katy, TX",Cinco Ranch High School, 8.3 Pts,3.2 Reb,1.3 Ast
5,Josh Nebo,32,JR,F,6-9,244,"Houston, TX",Cypress Lakes HS, 8.1 Pts,5.4 Reb,0.3 Ast
6,Brandon Mahan,13,SO,G,6-5,200,"Birmingham, AL",, 5.9 Pts,2.8 Reb,0.7 Ast
7,John Walker III,24,FR,F,6-9,196,"Houston, TX",, 3.3 Pts,2.3 Reb,0.6 Ast
8,Isiah Jasey,15,SO,F,6-10,246,"Killeen, TX",Sunrise Christian Academy, 3.8 Pts,2.4 Reb,0.2 Ast
9,Chris Collins,12,SR,G,6-3,181,"Friendswood, TX",Friendswood HS, 0.7 Pts,1.2 Reb,1.1 Ast
10,Mark French,4,JR,G,5-8,160,"Plano, TX",Prestonwood Christian Academy, 0.9 Pts,0.4 Reb,0.6 Ast
11,Zach Walker,5,FR,G,6-3,188,"Deer Park, TX",Deer Park HS, 0.5 Pts,0.8 Reb,0.0 Ast
12,Cameron Alo,33,SO,G,5-9,174,"Houston, TX",St. Thomas High School, 0.0 Pts,0.0 Reb,0.0 Ast
13,John Brown,20,SO,F,6-10,226,"Magnolia, TX",, 0.0 Pts,0.0 Reb,0.0 Ast
14,Frank Byers,22,SR,G,5-10,180,"Dallas, TX",South Oak Cliff HS, 0.0 Pts,0.0 Reb,0.0 Ast
15,Luke McGhee,31,FR,F,6-8,237,"San Antonio, TX",Clark HS, 0.0 Pts,0.0 Reb,0.0 Ast
16,Admon Gilder,3,SR,G,6-4,199,"Dallas, TX",Madison HS,,,
17,Everett Vaughn,10,FR,C,6-10,237,"Bellaire, TX",St. Thomas HS,,,
