,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Desmond Bane,1,JR,G,6-5,215,"Richmond, IN",Seton Catholic High School, 15.2 Pts,5.5 Reb,2.4 Ast
1,Alex Robinson,25,SR,G,6-1,180,"Fort Worth, TX",Timberview HS, 12.7 Pts,3.7 Reb,7.0 Ast
2,Kouat Noi,12,SO,F,6-7,205,"Newcastle, Australia",Montverde Academy, 14.1 Pts,5.0 Reb,1.1 Ast
3,JD Miller,15,SR,F,6-8,235,"Dallas, TX",Seagoville HS, 10.7 Pts,6.6 Reb,1.6 Ast
4,Kevin Samuel,21,FR,C,6-11,250,"Codrington Village, ",Redemption Christian HS, 7.5 Pts,7.0 Reb,0.5 Ast
5,Kendric Davis,5,FR,G,5-11,180,"Houston, TX",Sam Houston HS, 6.1 Pts,1.7 Reb,2.0 Ast
6,RJ Nembhard,22,FR,G,6-4,195,"Keller, TX",Keller Central High School, 4.3 Pts,2.2 Reb,0.8 Ast
7,Jaylen Fisher,10,JR,G,6-2,195,"Arlington, TN",Bolton High School, 12.1 Pts,2.4 Reb,2.7 Ast
8,Lat Mayen,11,FR,F,6-8,210,"Adelaide, Australia",, 2.1 Pts,1.2 Reb,0.2 Ast
9,Yuat Alok,35,JR,F,6-11,225,"Auckland, New Zealand",, 3.3 Pts,2.5 Reb,0.2 Ast
10,Kaden Archie,0,FR,F,6-6,205,"Midlothian, TX",Midlothian HS, 2.1 Pts,1.5 Reb,0.0 Ast
11,Owen Aschieris,31,SO,G,6-1,165,"San Diego, CA",Santa Fe Christian School, 0.5 Pts,0.4 Reb,0.0 Ast
12,Russell Barlow,34,FR,C,6-10,235,"Richardson, TX",Bishop Lynch HS, 0.3 Pts,1.0 Reb,0.0 Ast
13,Angus McWilliam,23,FR,F,6-10,235,"Christchurch, New Zealand",Middleton Grange HS, 0.0 Pts,1.5 Reb,0.0 Ast
14,Dylan Arnette,13,FR,G,6-3,175,"DeSoto, TX",Dallas Carter HS,,,
