,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Fred Sims Jr.,14,JR,G,6-4,193,"Chicago, IL",North Lawndale HS, 14.2 Pts,3.7 Reb,1.1 Ast
1,Glen Burns,0,SR,G,6-3,205,"West Memphis, AR",West Memphis High School, 10.6 Pts,4.2 Reb,3.4 Ast
2,Deionte Simmons,3,SR,F,6-8,230,"Detroit, MI",Lewisville High School, 12.0 Pts,5.8 Reb,0.2 Ast
3,Jelani Pruitt,2,SR,G,6-5,185,"Gary, IN",, 6.6 Pts,3.9 Reb,0.8 Ast
4,Montana Byrd,32,SR,G,6-4,215,"Chicago, IL",Mount Carmel HS, 5.3 Pts,1.9 Reb,0.5 Ast
5,Anthony Harris,10,JR,G,6-5,195,"Gary, IN",, 5.8 Pts,2.6 Reb,1.2 Ast
6,Cameron Bowles,21,FR,F,6-7,185,"Chicago, IL",, 4.7 Pts,2.7 Reb,0.6 Ast
7,Rob Shaw,35,JR,G,6-0,160,"Louisville, KY",, 4.4 Pts,1.6 Reb,2.5 Ast
8,Travon Bell,30,FR,G,6-3,180,"Chicago, IL",, 5.0 Pts,1.9 Reb,0.7 Ast
9,Patrick Szpir,23,SO,F,6-9,230,"Wheeling, IL",Wheeling High School, 2.6 Pts,1.8 Reb,0.2 Ast
10,Alex Dubovitskiy,5,SR,G,6-6,200,Russia,Marianapolis Preparatory School, 1.5 Pts,0.8 Reb,0.2 Ast
11,Simeon Henton,15,FR,G,6-2,152,"North Chicago, IL",, 2.0 Pts,0.1 Reb,0.7 Ast
12,Jalen Stephens-Holmes,42,FR,F,6-7,200,"Milwaukee, WI",, 2.5 Pts,3.0 Reb,0.4 Ast
13,Nathan Townsen Jr.,45,,G,5-11,160,,, 1.6 Pts,0.3 Reb,0.8 Ast
14,John Joyce,33,JR,F,6-6,220,"Chicago, IL",, 2.6 Pts,0.8 Reb,0.2 Ast
15,Ken Odiase,35,,F,6-7,205,,, 0.3 Pts,0.7 Reb,0.1 Ast
16,Delundre Dixon,11,,G,6-3,180,"Rockford, IL",Auburn HS,,,
